"TokenID","FileID","SemCat","MetCat","Adj","Noun","Example"
3535706,"KB7","lit","n/a","hot","water","Case the airing cupboard overheats , but it says on the spec one airing cupboard when it , will have [unclear] , [hot water] tank and smoke alarm ."
3535726,"KB7","lit","n/a","hot","water","In case you let it [hot water] tank starts playing up ."
3561206,"KB7","lit","n/a","warm","back","[unclear] bathroom carpets we always do [unclear] it 's the [warm back]"
3606096,"KBC","lit","n/a","cold","place","Mind you , it is a [cold place] is n't it , Blackpool ?"
3621080,"KBD","lit","n/a","cold","air","Bet it 's blasting [cold air] out for an hour !"
3628088,"KBD","lit","n/a","warm","water","Is , is there , is there , are they ploughing [warm water] into , into there or is it"
3628100,"KBD","lit","n/a","warm","water","Well there 's [warm water] coming out int there ?"
3640606,"KBD","lit","n/a","cold","shelf","You have n't got a [cold shelf] in here ."
3640737,"KBD","lit","n/a","cold","shelves","Have you got [cold shelves] behind there ?"
3642288,"KBD","metaph","affection","cold","atmosphere","That 's , my one , I do n't know how you 'd ever get over it , but that 's my one criticism of the thing is that sometimes when you walk in it 's the first thing that hits you and unless people are dancing it creates a [cold atmosphere] ."
3653577,"KBD","lit","n/a","hot","gas","It 's very [hot gas] heating ."
3660796,"KBD","lit","n/a","cold","starter","It 's a a a re a really nice restaurant but you can pick all your food raw and they just , there 's a chef cooking , and you just get one of these plates , you can have as many helpings as you want , they serve you a [cold starter] and a hot starter but there 's a buffet that 's about half the size of our club and one side of it it 's all fish on a wet fish slab , and steak , and veal , and chicken and so there 's every sort of meat you can think of , and you can pick a wooden platter full of it , so you go and give it the chef with this number that they give you and then they come serve you with whatever you want ."
3660800,"KBD","lit","n/a","hot","starter","It 's a a a re a really nice restaurant but you can pick all your food raw and they just , there 's a chef cooking , and you just get one of these plates , you can have as many helpings as you want , they serve you a cold starter and a [hot starter] but there 's a buffet that 's about half the size of our club and one side of it it 's all fish on a wet fish slab , and steak , and veal , and chicken and so there 's every sort of meat you can think of , and you can pick a wooden platter full of it , so you go and give it the chef with this number that they give you and then they come serve you with whatever you want ."
3660955,"KBD","lit","n/a","hot","veg","But you ca n't , and there 's , then there 's loads of [hot veg] ."
3672441,"KBD","lit","n/a","hot","food","Put [hot food]"
3678575,"KBD","lit","n/a","cold","buffet","sort of even , even like sixty , eighty people you can lay one of these raised areas out as the big [cold buffet] area"
3718943,"KBH","lit","n/a","cold","morning","We is it a [cold morning] , was it ?"
3759981,"KBJ","FALSE","n/a","warm","sort","Ooh it 's lovely [warm sort] of here ."
3760251,"KBJ","FALSE","n/a","cold","travelling","It 's a bit [cold travelling] about to"
3765477,"KBJ","lit","n/a","cold","water","Gon na put the chicken in there , still wrapped like in [cold water] ."
3781208,"KBP","lit","n/a","hot","water","It 's the [hot water] to the tap in the kitchen ."
3781341,"KBP","lit","n/a","hot","water","And those pipes were where the circs where the , the where the pipe run to the [hot water] tap in the kitchen ."
3781361,"KBP","lit","n/a","cold","water","And quite probably the [cold water] supply to the bathroom too ."
3781473,"KBP","lit","n/a","cold","water","[unclear] the [cold water] from somewhere ."
3781520,"KBP","lit","n/a","hot","water","So [unclear] you 'll have the [hot water] pipe to supply the hot tap"
3781526,"KBP","lit","n/a","hot","tap","So [unclear] you 'll have the hot water pipe to supply the [hot tap]"
3781534,"KBP","lit","n/a","cold","water","And the [cold water] feeds by the er header tank in the loft ."
3814951,"KBW","lit","n/a","cold","night","Do you think it 's going to be a [cold night] tonight or a hot night ?"
3814956,"KBW","lit","n/a","hot","night","Do you think it 's going to be a cold night tonight or a [hot night] ?"
3838095,"KBW","lit","n/a","hot","summer","Not quite as much as a [hot summer] 's day ."
3839663,"KBW","lit","n/a","hot","cross_bun","Is it [hot cross] bun day today ?"
3839669,"KBW","lit","n/a","hot","cross_bun","[Hot cross] bun day today ."
3839678,"KBW","lit","n/a","hot","cross_bun","Does Tim like [hot cross] buns ?"
3839703,"KBW","lit","n/a","hot","cross_bun","Do you like [hot cross] buns Tim ?"
3839714,"KBW","lit","n/a","hot","cross_bun","You do n't want [hot cross] buns ?"
3839862,"KBW","lit","n/a","hot","cross_bun","You like [hot cross] buns they [unclear] ."
3839872,"KBW","lit","n/a","hot","cross_bun","I do n't like [hot cross] buns , I only bought them"
3839899,"KBW","lit","n/a","hot","cross_bun","So daddy , you 'll be consuming four [hot cross] buns !"
3839910,"KBW","lit","n/a","hot","cross_bun","I 'm not having to consume four [hot cross] buns , thank you very much !"
3839943,"KBW","lit","n/a","hot","cross_bun","[Hot cross] buns ."
3840768,"KBW","lit","n/a","hot","cross_bun","I want [hot cross] bun ."
3840774,"KBW","lit","n/a","hot","cross_bun","He wants [hot cross] bun ."
3840788,"KBW","lit","n/a","hot","cross_bun","Dry [hot cross] bun he could have !"
3840806,"KBW","lit","n/a","hot","cross_bun","Yeah just have a little bit of [hot cross] bun , yeah ?"
3840822,"KBW","lit","n/a","hot","cross_bun","You want lots of [hot cross] bun ?"
3840829,"KBW","lit","n/a","hot","cross_bun","Yeah , one [hot cross] bun ."
3840955,"KBW","lit","n/a","hot","cross_bun","Can I have a [hot cross] bun ?"
3841008,"KBW","lit","n/a","hot","cross_bun","So what would you like to eat darling , cos you do n't like [hot cross] buns ?"
3841020,"KBW","lit","n/a","hot","cross_bun","Me , no , I 'm not into [hot cross] buns , I 'll have erm"
3848171,"KBW","lit","n/a","hot","cross_bun","Well you did n't eat anything yesterday did you , except half a [hot cross] bun which is a funny thing to eat , but never mind !"
3848220,"KBW","lit","n/a","hot","cross_bun","You ate your [hot cross] bun and then you fell fast asleep on the settee ."
3850333,"KBW","lit","n/a","cold","flannels","We just sort of stuck [cold flannels] all over them"
3855299,"KBW","lit","n/a","hot","cross_bun","No , [unclear] saw her on Friday and said force fed her a [hot cross] bun"
3861939,"KBW","lit","n/a","warm","day","Cos I thought it would , it was such a [warm day] I thought it would be quite nice for him to have a walk see if he was alright ."
3862450,"KBW","lit","n/a","warm","day","So , it 's been a nice [warm day] has it ?"
3875987,"KBW","lit","n/a","hot","water","Empty the contents of one sachet under running [hot water] and enjoy a fragrant relaxing bath in the luxurious foam with Tim helping you get washed ."
3890687,"KBW","FALSE","n/a","cold","Mummy","that you realized that it was so [cold Mummy]"
3932013,"KBW","FALSE","n/a","hot","mum","I felt really [hot mum] this morning"
3974322,"KCF","FALSE","n/a","warm","spacesaver","Warm [unclear] glow [warm Spacesaver] , it 's like that ."
4037610,"KCU","lit","n/a","cold","cunt","I bet she had a [cold cunt] every morning"
4043777,"KCU","lit","n/a","hot","poker","Right which English monarch , I 'm always getting the Monarch ones , had a had a red [hot poker] shoved up his royal"
4047194,"KCU","lit","n/a","cold","water","A , tie a string around their penis B , sleep with their penis in in a bowl of [cold water]"
4083527,"KCV","FALSE","n/a","cold","remedy","That 's a [cold remedy] ."
4092962,"KCV","lit","n/a","hot","days","She used to [unclear] right up and , I can remember the sort of [hot days] , you know"
4094416,"KCV","lit","n/a","warm","toast","I do n't too much like [warm toast] , I have to wait a little bit ."
4111321,"KD0","lit","n/a","hot","rod","Oh look Pauly [hot rod] ."
4111324,"KD0","lit","n/a","hot","rod","[Hot rod] !"
4124683,"KD0","metaph","evaluation","cool","dude","Oh he 's forgotten his [cool dude] glasses ."
4128180,"KD0","FALSE","n/a","cool","total","Oh yeah because this looks [cool total] just mod cons Mum Bang !"
4137863,"KD0","lit","n/a","hot","Jam","The pudding is erm [hot Jam] roly poly or [unclear] and I used to say he 's really going down it [unclear]"
4165821,"KD0","lit","n/a","hot","air","two words [hot air]"
4165971,"KD0","lit","n/a","hot","air","[Hot air] ."
4165994,"KD0","lit","n/a","hot","air","[Hot air] ."
4167489,"KD0","lit","n/a","hot","air","[Hot air] ."
4178560,"KD0","lit","n/a","hot","rice","We usually have [hot rice] ."
4182230,"KD0","metaph","activity","hot","spot","[Hot spot] ."
4182236,"KD0","metaph","activity","hot","spot","What is a [hot spot] [unclear] is not a good spot ."
4192890,"KD0","metaph","temperament","cool","head","Nice [unclear] oh , er , oh no , Sarah 's got a [cool head] she wo n't panic , aha , ha , ha please let me go [unclear]"
4194214,"KD0","metaph","evaluation","hot","shot","That looks good [Hot Shot] ."
4228303,"KD1","lit","n/a","hot","apple","Can I have some [hot apple] ?"
4235806,"KD1","FALSE","n/a","cold","mummy","first of all it 's got ta be warm , if it 's [cold mummy] , mum"
4239018,"KD1","FALSE","n/a","warm","darling","It 's not that [warm darling]"
4257974,"KD3","FALSE","n/a","hot","mate","it 's too hot too [hot mate]"
4262554,"KD3","lit","n/a","hot","flush","jumper , did you have a bit of a [hot flush] ?"
4288502,"KD7","lit","n/a","hot","water","connect it to a [hot water] supply then"
4288507,"KD7","lit","n/a","hot","water","using [hot water] for washing"
4303732,"KD7","lit","n/a","cold","water","I 've just bathed her in [cold water] to get the temperature down cos she 's [unclear] ."
4310317,"KD7","lit","n/a","hot","water","Pour some [hot water] on and put it in the microwave ."
4310339,"KD7","lit","n/a","hot","water","If it could work [unclear] or in [hot water] ."
4369242,"KD8","lit","n/a","warm","clothes","She 'll want to take some [warm clothes]"
4372555,"KD8","lit","n/a","cold","weather","and er , I say oh , and they allow you to go in this [cold weather]"
4409616,"KDF","lit","n/a","warm","water","I must just try with [warm water] and see how it goes ."
4486982,"KE2","lit","n/a","cold","chicken","[Cold chicken] ."
4486985,"KE2","lit","n/a","cold","chicken","[cold chicken] yes , and you can have the the other little erm apricot thing and there there is a yoghurt which I 'm quite happy enough to have"
4522313,"KE2","FALSE","n/a","cool","rips","The [cool rips] open the side , coo rips open the side"
4522324,"KE2","FALSE","n/a","cool","rips","[Cool rips] open the side"
4530585,"KE4","lit","n/a","cold","morning","[Cold morning] , eh ?"
4534090,"KE4","lit","n/a","hot","dog","Your [hot dog] 's out ."
4534252,"KE4","lit","n/a","hot","dogs","And is [unclear] these [hot dogs] ."
4536440,"KE4","lit","n/a","hot","dogs","I like the [hot dogs] you got mum ."
4563996,"KP5","lit","n/a","hot","air","I was gon na make a little basket for it like a [hot air] balloon ."
4580316,"KP5","lit","n/a","cold","showers","just , [cold showers] and stuff are like"
4580883,"KP5","lit","n/a","hot","curry","No , I , the thing is erm I 'm not a very [hot curry] man so I"
4583164,"KP5","metaph","evaluation","cool","thing","Well have a a [cool thing] ."
4585992,"KP5","lit","n/a","warm","plate","What they 've done they 've put this onto a [warm plate] , that 's why it 's melting so much ."
4590782,"KPU","lit","n/a","cold","meat","Just have a bit bit with [cold meat] cold meat roast chicken"
4590784,"KPU","lit","n/a","cold","meat","Just have a bit bit with cold meat [cold meat] roast chicken"
4595119,"KPU","metaph","affection","hot","date","Well I did n't tell you about my [hot date] on Wednesday ."
4627159,"KSN","lit","n/a","hot","water","Then , after the kettle has boiled you pour the [hot water] into the cup and add the milk and stir it together and that 's how you make a cup of coffee ."
4627337,"KSN","lit","n/a","hot","water","While you 're waiting for the kettle to boil erm , get a cup from the cupboard and a tea bag from the tea jar , put tea bag in the the cup and then wait for the kettle to boil and o , once the kettle has boiled you put your [hot water] into the cup and le , and let the tea brew for a little while And then , after you let it brew you can either add milk to it or , do not add milk to it ."
4629816,"KSN","lit","n/a","cold","chicken","And then there 's , there 's my favourite bit in here where 's it overheard , I 've just thrown away some old chicken , some [cold chicken] said the elderly lady to her friend ."
