"FileID","Target","TargetType","PrimeSpan20","PrimeSpan7","CorpusExample"
"FTX","livelier","synthetic","none","none","the/AT0 quality/NN1 of/PRF all/DT0 BDA/NN1-NP0 publications/NN2 reached/VVD a/AT0 high/AJ0 standard/NN1 ,/PUN and/CJC the/AT0 BDN/NP0 grew/VVD into/PRP a/AT0 tabloid-type/AJ0 newspaper/NN1 ,/PUN livelier/AJC"
"A51","livelier","synthetic","none","none","./PUN The/AT0 Place/NN1 (/PUL 387/CRD 0031/CRD )/PUR Laurie/NP0 Booth/NP0-NN1 Terminus/NN1 Terminux/NN1-VVB to/PRP Sat/NP0 ;/PUN Compagnie/UNC Cre-Ange/NP0 Noir/NP0 Salle/NP0 should/VM0 be/VBI livelier/AJC"
"B1N","livelier","synthetic","none","none","have/VHI been/VBN children/NN2 when/AVQ-CJS he/PNP wandered/VVD past/PRP their/DPS door/NN1 ./PUN She/PNP is/VBZ cruelly/AV0 twisted/VVN with/PRP arthritis/NN1 but/CJC her/DPS spirit/NN1 is/VBZ livelier/AJC"
"KAJ","livelier","synthetic","none","none","requests/NN2 and/CJC ideas/NN2 ./PUN The/AT0 success/NN1 of/PRF last/ORD year/NN1 's/POS Q.T./NP0 days/NN2 was/VBD shown/VVN by/PRP improved/AJ0 attendance/NN1 figures/NN2 ,/PUN a/AT0 livelier/AJC"
"H8J","livelier","synthetic","none","none","back/AVP ,/PUN if/CJS he/PNP did/VDD come/VVI back/AVP ./PUN He/PNP had/VHD been/VBN attracted/VVN to/PRP  her/PNP ,/PUN but/CJC Dana/NP0 was/VBD so/AV0 much/AV0 livelier/AJC"
"FB0","livelier","synthetic","none","none","of/PRF the/AT0 whirlwind/NN1 :/PUN but/CJC she/PNP knew/VVD it/PNP would/VM0 be/VBI cheating/VVG to/TO0 miss/VVI out/AVP the/AT0 she-asses/NN2 and/CJC skip/VVB-NN1 to/PRP the/AT0 livelier/AJC"
"FAE","livelier","synthetic","none","none","on/PRP the/AT0 same/DT0 scale/NN1 ./PUN It/PNP is/VBZ those/DT0 rather/AV0 less/AV0 well-born/AJ0 Elizabeth/NP0 ,/PUN Emma/NP0 ,/PUN and/CJC particularly/AV0 Fanny/AJ0 —/PUN whose/DTQ livelier/AJC"
"B0R","livelier","synthetic","none","none","that/DT0 huge/AJ0 amphitheatre/NN1 of/PRF rich/AJ0 And/CJC elmy/AJ0 fields/NN2 ,/PUN seems/VVZ like/PRP society/NN1 Conversing/VVG with/PRP the/AT0 mind/NN1 and/CJC giving/VVG it/PNP A/AT0 livelier/AJC"
"ACP","livelier","synthetic","none","none","own/DT0 original/AJ0 dub/NN1 plates/NN2 ./PUN First/ORD release/NN1 will/VM0 either/AV0 be/VBI the/AT0 atmospheric/AJ0 ‘/PUQ Tomorrow/AV0 's/POS Day/NN1 ’/PUQ ,/PUN or/CJC the/AT0 livelier/AJC"
"KAJ","livelier","synthetic","none","none","results/VVZ in/PRP goods/NN2 gathering/VVG dust/NN1 and/CJC discrepancies/NN2 occur/VVB ./PUN It/PNP is/VBZ our/DPS intention/NN1 to/TO0 keep/VVI goods/NN2 turning/VVG over/AVP at/PRP a/AT0 livelier/AJC"
"BPK","livelier","synthetic","none","none","a/AT0 pagan/AJ0 tradition/NN1 ,/PUN had/VHD them/PNP banned/VVN by/PRP Parliament/NN1 ./PUN Many/DT0 were/VBD destroyed/VVN ,/PUN but/CJC a/AT0 few/DT0 survived/VVD to/TO0 await/VVI livelier/AJC"
"CCW","livelier","synthetic","none","none","./PUN Once/CJS we/PNP 're/VBB past/AV0 it/PNP we/PNP can/VM0 turn/VVI out/AVP to/PRP the/AT0 open/AJ0 ocean/NN1 ./PUN Things/NN2 will/VM0 be/VBI a/AT0 bit/NN1 livelier/AJC"
"A2G","livelier","synthetic","none","none",",/PUN decided/VVD-VVN to/TO0 mock/VVI it/PNP up/AVP by/PRP erecting/VVG a/AT0 spanking/AJ0 new/AJ0 bus/NN1 shelter/NN1 in/PRP Wavertree/NP0-NN1 ,/PUN one/CRD of/PRF Liverpool/NP0 's/POS livelier/AJC"
"HSJ","livelier","synthetic","none","none","?/PUN '/PUQ ’/PUQ Even/AV0 now/AV0 ,/PUN though/AV0 ,/PUN she/PNP wo/VM0 n't/XX0 be/VBI moving/VVG to/PRP Detroit/NP0 ./PUN ’/PUQ Chicago/NP0 's/POS bigger/AJC livelier/AJC"
"H9X","livelier","synthetic","none","none",",/PUN at/PRP the/AT0 Athenaeum/NP0 ,/PUN in/PRP the/AT0 days/NN2 when/AVQ that/DT0 club/NN1 ,/PUN like/PRP most/DT0 others/NN2 in/PRP London/NP0 ,/PUN was/VBD rather/AV0 livelier/AJC"
"HAD","livelier","synthetic","none","none","sky/NN1 ./PUN It/PNP is/VBZ perhaps/AV0 because/CJS the/AT0 element/NN1 of/PRF the/AT0 surreal/NN1 which/DTQ is/VBZ more/AV0 strongly/AV0 emphasised/VVN here/AV0 ,/PUN conveys/VVZ a/AT0 livelier/AJC"
"KC1","livelier","synthetic","none","none","I/PNP 'll/VM0 probably/AV0 manage/VVI with/PRP it/PNP Well/AV0 I/PNP think/VVB that/DT0 's/VBZ a/AT0 bit/NN1 prettier/AJC ./PUN Oh/ITJ that/DT0 's/VBZ a/AT0 bit/NN1 livelier/AJC"
"J2B","livelier","synthetic","none","none","were/VBD …/PUN But/CJC those/DT0 Somerville/NP0 years/NN2 remain/VVB with/PRP us/PNP ,/PUN and/CJC the/AT0 friends/NN2 ,/PUN and/CJC the/AT0 ageless/AJ0 dons/NN2 ,/PUN some/DT0 livelier/AJC"
"ED6","livelier","synthetic","none","none","gives/VVZ no/AT0 pleasure/NN1 to/TO0 write/VVI such/DT0 a/AT0 lukewarm/AJ0 report/NN1 on/PRP these/DT0 productions/NN2 ,/PUN for/PRP the/AT0 Houston/NP0 opera/NN1 scene/NN1 is/VBZ probably/AV0 livelier/AJC"
"AMD","livelier","synthetic","none","none","a/AT0 traditional/AJ0 chalet/NN1 style/NN1 hotel/NN1 with/PRP friendly/AJ0 and/CJC very/AV0 helpful/AJ0 staff/NN0 ./PUN Facilities/NN2 include/VVB a/AT0 cosy/AJ0 rustic/AJ0 bar/NN1 ,/PUN a/AT0 livelier/AJC"
"ALK","livelier","synthetic","none","none","and/CJC seasonably/AV0 sent/VVD-VVN me/PNP …/PUN ./PUN He/PNP opened/VVD up/AVP more/AV0 the/AT0 love/NN1 of/PRF God/NP0-NN1 to/PRP me/PNP and/CJC gave/VVD me/PNP a/AT0 livelier/AJC"
"A1B","livelier","synthetic","none","none","not/XX0 be/VBI in/PRP earnest/NN1 ./PUN All/DT0 the/AT0 same/DT0 ,/PUN John/NP0 Alexander/NP0 's/POS piece/NN1 on/PRP the/AT0 Paris/NP0 period/NN1 would/VM0 have/VHI made/VVN livelier/AJC"
"AHK","livelier","synthetic","none","none","hammered/VVD the/AT0 ball/NN1 into/PRP it/PNP from/PRP the/AT0 edge/NN1 of/PRF the/AT0 area/NN1 ./PUN Tony/NP0 Cascarino/NP0 then/AV0 set/VVB the/AT0 tone/NN1 for/PRP a/AT0 livelier/AJC"
"A12","livelier","synthetic","none","none","category/NN1 ,/PUN excelling/VVG in/PRP-AVP pirouettes/NN2 ,/PUN élévation/UNC and/CJC batterie/UNC ,/PUN because/CJS of/PRF their/DPS natural/AJ0 gift/NN1 of/PRF ballon/UNC ./PUN They/PNP had/VHD livelier/AJC"
"A11","livelier","synthetic","none","none","resurgence/NN1 was/VBD the/AT0 brightly/AV0 coloured/AJ0 livery/NN1 which/DTQ made/VVD its/DPS debut/NN1 in/PRP October/NP0 1987/CRD ./PUN For/PRP locomotives/NN2 there/EX0 was/VBD now/AV0 a/AT0 livelier/AJC"
"AHG","livelier","synthetic","none","none","time/NN1 when/AVQ to/TO0 be/VBI ‘/PUQ new/AJ0 ’/PUQ seemed/VVD more/DT0 than/CJS usually/AV0 important/AJ0 ,/PUN as/CJS exemplified/VVN by/PRP the/AT0 titles/NN2 of/PRF its/DPS livelier/AJC"
"CLL","livelier","synthetic","none","none","on/PRP texts/NN2 and/CJC dialogues/NN2 new/AJ0 key/NN1 to/PRP Workbook/NN1 exercises/NN2-VVZ and/CJC tests/NN2 new/AJ0 alphabetical/AJ0 vocabulary/NN1 list/NN1 NEW/AJ0 CASSETTES/NN2 new/AJ0 music/NN1 even/AV0 livelier/AJC"
"HJ3","livelier","synthetic","none","none","in/PRP the/AT0 whole/AJ0 island/NN1 ./PUN ’/PUQ Cookstown/NP0 Utd/AJ0 2/CRD Ballymoney/NP0 Utd/AJ0 3/CRD IT/PNP was/VBD Ballymoney/NP0 who/PNQ started/VVD the/AT0 game/NN1 in/PRP livelier/AJC"
"AE6","livelier","synthetic","none","none","Populace/NN1 nearly/AV0 ./PUN This/DT0 leaves/VVZ the/AT0 Philistines/NN2 [/PUL middle-classes/NN2 ]/PUR for/PRP the/AT0 great/AJ0 bulk/NN1 of/PRF the/AT0 nation/NN1 ;/PUN —/PUN a/AT0 livelier/AJC"
"A0P","livelier","synthetic","none","none","had/VHD moved/VVN away/AV0 from/PRP tonality/NN1 by/PRP vastly/AV0 enlarging/VVG its/DPS range/NN1 ,/PUN and/CJC the/AT0 coloured/AJ0 musicians/NN2 '/POS microtonality/NN1 ./PUN )/PUR This/DT0 livelier/AJC"
"A0N","livelier","synthetic","none","none","them/PNP ./PUN ‘/PUQ Now/AV0 what/DTQ is/VBZ going/VVG on/AVP-PRP ?/PUN ’/PUQ James/NP0 Menzies/NP0 asked/VVD the/AT0 others/NN2 ./PUN ‘/PUQ I/PNP have/VHB seen/VVN livelier/AJC"
"ADS","livelier","synthetic","none","none","this/DT0 summer/NN1 and/CJC much/AV0 cast/VVN down/AVP by/PRP the/AT0 failure/NN1 of/PRF the/AT0 Italian/AJ0-NN1 cause/NN1 and/CJC I/PNP will/VM0 not/XX0 grudge/VVI him/PNP a/AT0 livelier/AJC"
"CGT","angry","analytic","none","none","poor/AJ0 response/NN1 to/PRP therapy/NN1 and/CJC intervention/NN1 ./PUN Wahler/NN1-NP0 and/CJC Dumas/NP0 (/PUL 1986/CRD )/PUR found/VVD that/CJT ‘/PUQ insular/AJ0 ’/PUQ mothers/NN2 were/VBD more/AV0 angry/AJ0"
"B25","friendly","analytic","none","none","live/VVB ./PUN The/AT0 two/CRD marriage/NN1 samples/NN2 are/VBB not/XX0 only/AV0 very/AV0 small/AJ0 ,/PUN but/CJC some/DT0 of/PRF the/AT0 people/NN0 in/PRP them/PNP were/VBD more/AV0 friendly/AJ0"
"B1D","lively","analytic","none","none","as/CJS Gothic/AJ0 and/CJC ,/PUN being/VBG ‘/PUQ a/AT0 person/NN1 of/PRF great/AJ0 talent/NN1 ’/PUQ ,/PUN he/PNP hoped/VVD he/PNP would/VM0 put/VVI ‘/PUQ a/AT0 more/AV0 lively/AJ0"
"CH3","sorry","analytic","none","none","offered/VVD ./PUN ‘/PUQ United/AJ0-VVN have/VHB certainly/AV0 lost/VVN a/AT0 lot/NN1 of/PRF money/NN1 and/CJC next/ORD to/PRP United/AJ0 ,/PUN there/EX0 is/VBZ no/AT0 one/PNI more/AV0 sorry/AJ0"
"HJH","friendly","analytic","none","none","./PUN Alan/NP0 sighed/VVD and/CJC turned/VVD over/AVP ,/PUN and/CJC she/PNP curled/VVD herself/PNX around/PRP-AVP his/DPS curved/AJ0 back/NN1 ,/PUN and/CJC waited/VVD for/PRP a/AT0 more/AV0 friendly/AJ0"
"CGT","angry","analytic","none","none","Parents/NN2 who/PNQ give/VVB in/AVP to/PRP a/AT0 toddler/NN1 's/POS temper/NN1 will/VM0 increase/VVI the/AT0 likelihood/NN1 of/PRF tantrums/NN2 recurring/VVG-AJ0 and/CJC find/VVB themselves/PNX becoming/VVG more/AV0 angry/AJ0"
"CHA","lively","analytic","none","none","to/PRP this/DT0 ,/PUN the/AT0 announcement/NN1 that/CJT a/AT0 record/NN1 was/VBD available/AJ0 was/VBD considered/VVN enough/AV0 )/PUR ./PUN Interviews/NN2 began/VVD to/TO0 take/VVI a/AT0 more/AV0 lively/AJ0"
"CHU","risky","analytic","none","none","the/AT0 papers/NN2 they/PNP actually/AV0 read/VVD ,/PUN to/PRP the/AT0 unknown/AJ0 territory/NN1 of/PRF the/AT0 ‘/PUQ pops/NN2 ’/PUQ ./PUN A/AT0 mass-circulation/AJ0 paper/NN1 was/VBD more/AV0 risky/AJ0"
"HLR","lively","analytic","none","none","ran/VVD broadly/AV0 anti-government/AJ0 campaigns/NN2 during/PRP the/AT0 elections/NN2 ./PUN Debate/NN1-VVB in/PRP the/AT0 early/AJ0 days/NN2 of/PRF the/AT0 new/AJ0 Assembly/NN1 was/VBD reported/VVN as/AV0 more/AV0 lively/AJ0"
"H8Y","risky","analytic","none","none","to/TO0 take/VVI their/DPS places/NN2 ./PUN We/PNP 're/VBB willing/AJ0 to/TO0 try/VVI it/PNP ./PUN But/CJC every/AT0 hour/NN1 you/PNP hang/VVB on/AVP makes/VVZ it/PNP more/AV0 risky/AJ0"
"CK0","angry","analytic","none","none","her/DPS right/AJ0-NN1 radius/NN1 and/CJC sustained/VVD a/AT0 few/DT0 other/AJ0 minor/AJ0 bumps/NN2 and/CJC bruises/NN2 ,/PUN but/CJC was/VBD otherwise/AV0 intact/AJ0 ./PUN She/PNP was/VBD more/AV0 angry/AJ0"
"HPM","risky","analytic","none","none","alternatively/AV0 ,/PUN it/PNP is/VBZ of/PRF course/NN1 possible/AJ0 that/CJT the/AT0 right/AJ0-NN1 turns/NN2-VVZ used/VVN in/PRP this/DT0 study/NN1 actually/AV0 did/VDD come/VVI from/PRP objectively/AV0 more/AV0 risky/AJ0"
"H9X","lively","analytic","none","none","brothers/NN2 and/CJC the/AT0 students/NN2 more/AV0 than/CJS that/DT0 of/PRF the/AT0 fathers/NN2 ,/PUN though/CJS I/PNP fancy/VVB he/PNP enjoyed/VVD the/AT0 company/NN1 of/PRF the/AT0 more/AV0 lively/AJ0"
"HJG","angry","analytic","none","none","was/VBD last/ORD year/NN1 in/PRP Denmark/NP0 that/CJT she/PNP reached/VVD her/DPS lowest/AJS ebb/NN1 ./PUN All/DT0 season/NN1 she/PNP had/VHD been/VBN getting/VVG more/AV0 and/CJC more/AV0 angry/AJ0"
"ABL","friendly","analytic","none","none","and/CJC English/NN1-AJ0 ,/PUN as/CJS she/PNP is/VBZ taught/VVN in/PRP schools/NN2 ,/PUN came/VVD to/PRP a/AT0 conflict/NN1 and/CJC gradually/AV0 to/PRP a/AT0 more/AV0 and/CJC more/AV0 friendly/AJ0"
"GTH","risky","analytic","none","none","and/CJC remained/VVD an/AT0 active/AJ0 merchant/NN1 all/DT0 his/DPS life/NN1 ./PUN When/CJS the/AT0 Antwerp/NP0 market/NN1 began/VVD to/TO0 contract/VVI ,/PUN he/PNP diversified/VVD into/PRP more/AV0 risky/AJ0"
"K3H","sorry","analytic","none","none","weeks/NN2 ./PUN Asked/VVN if/CJS he/PNP felt/VVD sorry/AJ0 for/PRP the/AT0 fans/NN2 back/AVP home/AV0 ,/PUN Sir/NP0 Bert/NP0 said/VVD ,/PUN ‘/PUQ I/PNP feel/VVB more/AV0 sorry/AJ0"
"BP8","risky","analytic","none","none","anyone/PNI ,/PUN ought/VM0 to/TO0 understand/VVI why/AVQ Dick/NP0 and/CJC I/PNP got/VVD married/VVN ./PUN Socialise/VVB a/AT0 private/AJ0 relationship/NN1 ./PUN But/CJC it/PNP is/VBZ more/AV0 risky/AJ0"
"ACW","angry","analytic","none","none","goes/VVZ on/AVP behind/PRP my/DPS back/NN1 ./PUN ’/PUQ Buddie/NP0-NN1 continued/VVD to/TO0 stare/VVI at/PRP his/DPS newspaper/NN1 ./PUN His/DPS silence/NN1 made/VVD-VVN Sweetheart/NN1 even/AV0 more/AV0 angry/AJ0"
"CBT","friendly","analytic","none","none","And/CJC they/PNP were/VBD a/AT0 good/AJ0 bunch/NN1 of/PRF people/NN0 ,/PUN but/CJC the/AT0 down/AJ0-NN1 side/NN1 was/VBD that/CJT Armitage/NP0 &/CJC Norton/NP0 was/VBD much/AV0 more/AV0 friendly/AJ0"
"JY4","sorry","analytic","none","none","’/PUQ Steve/NP0 urged/VVD and/CJC Ruth/NP0 blinked/VVD and/CJC gave/VVD him/PNP a/AT0 small/AJ0 smile/NN1 ./PUN She/PNP did/VDD n't/XX0 know/VVI who/PNQ she/PNP felt/VVD more/AV0 sorry/AJ0"
"G1M","risky","analytic","none","none","I/PNP 'm/VBB going/VVG down/AVP into/PRP Lucifer/NP0 's/POS atmosphere/NN1 in/PRP a/AT0 starsuit/NN1 ./PUN I/PNP know/VVB it/PNP 's/VBZ risky/AJ0 —/PUN a/AT0 lot/NN1 more/AV0 risky/AJ0"
"ARC","friendly","analytic","none","none","School/NN1 question/NN1 and/CJC ,/PUN even/AV0 more/AV0 ,/PUN of/PRF the/AT0 religious/AJ0 settlement/NN1 ./PUN The/AT0 Chancellor/NN1 of/PRF the/AT0 Exchequer/NN1 was/VBD a/AT0 little/AV0 more/AV0 friendly/AJ0"
"ED6","lively","analytic","none","none","its/DPS extreme/AJ0 dryness/NN1 does/VDZ these/DT0 fine/AJ0 players/NN2 no/AT0 great/AJ0 favours/NN2 ./PUN I/PNP look/VVB forward/AV0 to/PRP hearing/VVG them/PNP again/AV0 in/PRP a/AT0 more/AV0 lively/AJ0"
"FRJ","angry","analytic","none","none","They/PNP might/VM0 be/VBI waiting/VVG —/PUN waiting/VVG to/TO0 snatch/VVI him/PNP from/PRP salvation/NN1 at/PRP the/AT0 very/AV0 last/ORD moment/NN1 ./PUN Abie/NP0-NN1 trembled/VVD ,/PUN more/AV0 angry/AJ0"
"AND","lively","analytic","none","none","‘/PUQ list/NN1-VVB ten/CRD things/NN2 that/CJT a/AT0 good/AJ0 teacher/NN1 does/VDZ ’/PUQ are/VBB approaches/NN2 of/PRF engaging/VVG your/DPS audience/NN1 and/CJC making/VVG the/AT0 meeting/NN1 more/AV0 lively/AJ0"
"B0B","risky","analytic","none","none","up/AVP her/DPS mind/NN1 to/TO0 go/VVI ./PUN She/PNP had/VHD crossed/VVN it/PNP once/AV0 before/AV0 ,/PUN but/CJC she/PNP knew/VVD it/PNP would/VM0 be/VBI much/AV0 more/AV0 risky/AJ0"
"HR4","risky","analytic","none","none","?/PUN ’/PUQ Agnes/NP0 grinned/VVD quickly/AV0 ./PUN But/CJC Maxim/NN1 was/VBD most/AV0 likely/AJ0 right/AJ0 ./PUN Spreading/VVG such/DT0 immediately/AV0 incriminating/AJ0 material/NN1 around/AVP-PRP was/VBD more/AV0 risky/AJ0"
"G2F","risky","analytic","none","none","current/AJ0 home/NN1 and/CJC so/CJS you/PNP do/VDB n't/XX0 know/VVI how/AVQ long/AV0-AJ0 you/PNP 'll/VM0 need/VVI the/AT0 bridging/AJ0 loan/NN1 ./PUN Open-bridging/AJ0 lending/NN1 is/VBZ more/AV0 risky/AJ0"
"KRL","angry","analytic","none","none","be/VBI mad/AJ0 as/PRP-CJS hell/NN1 ./PUN Well/AV0 ,/PUN that/DT0 's/VBZ how/AVQ you/PNP 've/VHB got/VVN to/TO0 change/VVI ./PUN Why/AVQ are/VBB n't/XX0 women/NN2 more/AV0 angry/AJ0"
"JSF","lively","analytic","none","none","be/VBI a/AT0 matter/NN1 of/PRF professional/AJ0 interest/NN1 and/CJC it/PNP 's/VBZ for/PRP these/DT0 reasons/NN2 I/PNP think/VVB the/AT0 government/NN1 should/VM0 take/VVI a/AT0 rather/AV0 more/AV0 lively/AJ0"
"GWF","empty","analytic","none","none","taught/VVN to/TO0 fight/VVI ./PUN He/PNP turned/VVD away/AV0 from/PRP them/PNP ,/PUN and/CJC rode/VVD onwards/AV0 to/PRP where/AVQ the/AT0 Circle/NN1 began/VVD to/TO0 grow/VVI more/AV0 empty/AJ0"
"A85","risky","analytic","none","none",",/PUN possible/AJ0 bid/NN1 targets/NN2 ,/PUN or/CJC short-term/AJ0 prospects/NN2 ./PUN Income/NN1 trust/NN1 is/VBZ considered/VVN the/AT0 safest/AJS ,/PUN growth/NN1 is/VBZ a/AT0 bit/NN1 more/AV0 risky/AJ0"
"CDM","friendly","analytic","none","none","since/CJS Dad/NN1 had/VHD been/VBN on/PRP short/AJ0 time/NN1 she/PNP seemed/VVD to/TO0 have/VHI more/DT0 money/NN1 than/CJS ever/AV0 to/TO0 spend/VVI and/CJC was/VBD getting/VVG more/AV0 friendly/AJ0"
"K5A","friendly","analytic","none","none","approaching/VVG 60/CRD when/AVQ he/PNP learns/VVZ to/TO0 love/VVI a/AT0 woman/NN1 ./PUN His/DPS early/AJ0 observation/NN1 that/CJT ‘/PUQ You/PNP can/VM0 always/AV0 be/VBI much/AV0 more/AV0 friendly/AJ0"
"A60","risky","analytic","none","none","operations/NN2 within/PRP the/AT0 country/NN1 ;/PUN (/PUL b/ZZ0 )/PUR in/PRP cold/AJ0 countries/NN2 ,/PUN markets/NN2 are/VBB not/XX0 dynamic/AJ0 and/CJC investment/NN1 would/VM0 be/VBI more/AV0 risky/AJ0"
"KSV","friendly","analytic","none","none","Sarah/NP0 [gap:name]/UNC ?/PUN No/ITJ ,/PUN I/PNP bet/VVB she/PNP 'd/VM0 come/VVI actually/AV0 ./PUN Very/AV0 good/AJ0 friends/NN2 ./PUN Yeah/ITJ ,/PUN she/PNP 's/VBZ more/AV0 friendly/AJ0"
"KP6","friendly","analytic","none","none","and/CJC like/AV0 they/PNP ,/PUN they/PNP went/VVD like/PRP water/NN1 to/PRP my/DPS dad/NN1 's/POS side/NN1 Oh/ITJ right/AV0 ./PUN because/CJS my/DPS dad/NN1 was/VBD more/AV0 friendly/AJ0"
"HGE","angry","analytic","none","none","she/PNP had/VHD never/AV0 seen/VVN it/PNP before/AV0 ,/PUN although/CJS his/DPS business/NN1 rivals/NN2 would/VM0 have/VHI recognised/VVN it/PNP ./PUN He/PNP was/VBD obviously/AV0 even/AV0 more/AV0 angry/AJ0"
"HGW","lively","analytic","none","none","suit/VVI your/DPS style-an/AT0 all-over/AJ0 floral/AJ0 pattern/NN1 for/PRP a/AT0 soft/AJ0 ,/PUN country/NN1 look/NN1-VVB ;/PUN splashy/AJ0 flowers/NN2 in/PRP cheerful/AJ0 colours/NN2 for/PRP a/AT0 more/AV0 lively/AJ0"
"EFX","friendly","analytic","none","none","anxious/AJ0 and/CJC insecure/AJ0 ,/PUN and/CJC in/PRP its/DPS triumphant/AJ0 restitution/NN1 at/PRP the/AT0 end/NN1 of/PRF his/DPS life/NN1 ./PUN He/PNP was/VBD now/AV0 much/AV0 more/AV0 friendly/AJ0"
"HHV","risky","analytic","none","none","in/PRP the/AT0 average/AJ0-NN1 premium/NN1 —/PUN some/DT0 premiums/NN2 have/VHB risen/VVN while/CJS others/NN2 have/VHB fallen/VVN ./PUN Naturally/AV0 ,/PUN companies/NN2 trading/VVG in/PRP the/AT0 more/AV0 risky/AJ0"
"EET","lively","analytic","none","none","views/NN2 towards/PRP the/AT0 ocean/NN1 ,/PUN and/CJC the/AT0 complex/NN1 has/VHZ a/AT0 choice/NN1 of/PRF fine/AJ0 restaurants/NN2 and/CJC bars/NN2 for/PRP intimate/AJ0 meals/NN2 or/CJC more/AV0 lively/AJ0"
"ADL","risky","analytic","none","none","So/AV0 convincing/AJ0 was/VBD he/PNP that/CJT Amiram/NP0 Nir/NP0 ,/PUN the/AT0 Israeli/AJ0-NN1 counter-terrorism/NN1 man/NN1 —/PUN whose/DTQ presence/NN1 at/PRP the/AT0 talks/NN2 was/VBD even/AV0 more/AV0 risky/AJ0"
"CB5","lively","analytic","none","none","complete/VVI every/AT0 task/NN1 ./PUN She/PNP was/VBD full/AJ0 of/PRF talk/NN1 about/PRP her/DPS new/AJ0 post/NN1 ./PUN ‘/PUQ It/PNP 'll/VM0 be/VBI a/AT0 sight/NN1 more/AV0 lively/AJ0"
"BP1","friendly","analytic","none","none",",/PUN and/CJC she/PNP discovered/VVD she/PNP only/AV0 had/VHD to/TO0 smile/VVI at/PRP the/AT0 male/AJ0-NN1 members/NN2 of/PRF the/AT0 staff/NN0 and/CJC they/PNP were/VBD immediately/AV0 more/AV0 friendly/AJ0"
"J1H","sorry","analytic","none","none","shining/AJ0 example/NN1 of/PRF the/AT0 best/AJS of/PRF football/NN1 ./PUN How/AVQ many/DT0 times/NN2 has/VHZ Rocastle/NP0 played/VVN for/PRP England/NP0 ?/PUN I/PNP feel/VVB much/AV0 more/AV0 sorry/AJ0"
"A7H","lively","analytic","none","none","was/VBD not/XX0 alone/AJ0 any/DT0 more/DT0 in/PRP feeling/NN1-VVG oppressed/VVN by/PRP the/AT0 strict/AJ0 formality/NN1 ,/PUN the/AT0 strict/AJ0 time-keeping/NN1 ;/PUN after-dinner/AJ0 games/NN2 were/VBD more/AV0 lively/AJ0"
"GUJ","friendly","analytic","none","none","this/DT0 had/VHD impressed/VVN itself/PNX strongly/AV0 on/PRP influential/AJ0 critics/NN2 such/DT0 as/PRP Apollinaire/NP0-NN1 ,/PUN Salmon/NP0 and/CJC Vauxcelles/NP0 ,/PUN with/PRP whom/PNQ he/PNP was/VBD more/AV0 friendly/AJ0"
"BN7","risky","analytic","none","none","is/VBZ dangerous/AJ0 ./PUN Sniffing/VVG alone/AJ0-AV0 or/CJC in/PRP dangerous/AJ0 places/NN2 ,/PUN such/DT0 as/PRP railway/NN1 embankments/NN2 and/CJC by/PRP canals/NN2 ,/PUN can/VM0 be/VBI more/AV0 risky/AJ0"
"JXG","risky","analytic","none","none","a/AT0 similar/AJ0 protected/AJ0 area/NN1 below/PRP your/DPS BBCBASIC(Z80)/UNC program/NN1-VVB ./PUN However/AV0 ,/PUN altering/VVG LOMEM/NP0-NN1 destroys/VVZ ALL/DT0 your/DPS dynamic/AJ0 variables/NN2 and/CJC is/VBZ more/AV0 risky/AJ0"
"CL2","angry","analytic","none","none","to/PRP a/AT0 mountain/NN1 and/CJC scaring/VVG her/PNP to/PRP flight/NN1 at/PRP his/DPS howl/NN1 as/PRP a/AT0 passionate/AJ0 hand/NN1 landed/VVN-VVD on/PRP one/CRD of/PRF his/DPS more/AV0 angry/AJ0"
"JYA","lively","analytic","none","none","thinking/VVG about/PRP going/VVG home/AV0 ./PUN Shelley/NP0 Cameron/NP0 could/VM0 never/AV0 be/VBI called/VVN strait-laced/NN1-AJ0 ,/PUN but/CJC she/PNP was/VBD finding/VVG the/AT0 atmosphere/NN1 rather/AV0 more/AV0 lively/AJ0"
"K25","empty","analytic","none","none","on/PRP their/DPS way/NN1 home/AV0 ,/PUN when/CJS-AVQ John/NP0 Durnin/NP0 ran/VVD through/AVP and/CJC scored/VVD-VVN to/TO0 make/VVI it/PNP 5-3/CRD ./PUN There/EX0 were/VBD even/AV0 more/AV0 empty/AJ0"
"CK9","sorry","analytic","none","none",",/PUN ‘/PUQ Come/VVB on/AVP ,/PUN lad/NN1 ,/PUN come/VVB on/AVP ./PUN You/PNP know/VVB me/PNP ./PUN There/EX0 's/VBZ nobody/PNI in/PRP this/DT0 world/NN1 more/AV0 sorry/AJ0"
"K54","friendly","analytic","none","none","of/PRF Darlington/NP0 Borough/NN1 Council/NN1 letters/NN2 ./PUN A/AT0 report/NN1 to/PRP the/AT0 policy/NN1 and/CJC resources/NN2 committee/NN1 says/VVZ the/AT0 council/NN1 has/VHZ adopted/VVN a/AT0 more/AV0 friendly/AJ0"
"H7T","risky","analytic","none","none","provides/VVZ additional/AJ0 financial/AJ0 resources/NN2 ./PUN Because/CJS this/DT0 debt/NN1 is/VBZ highly/AV0 ‘/PUQ leveraged/AJ0 ’/PUQ (/PUL see/VVB Ch./NN1 2/CRD )/PUR and/CJC thus/AV0 more/AV0 risky/AJ0"
