"Word","Little","Small","c","d","GStat","Association"
"warehouse",1,6,36443,31238,4.77407014192578,"small"
"administration",0,3,36444,31241,4.63864442279615,"small"
"axe",0,3,36444,31241,4.63864442279615,"small"
"bankruptcy",0,3,36444,31241,4.63864442279615,"small"
"bevel",0,3,36444,31241,4.63864442279615,"small"
"boulder",0,3,36444,31241,4.63864442279615,"small"
"bream",0,3,36444,31241,4.63864442279615,"small"
"bronchi",0,3,36444,31241,4.63864442279615,"small"
"buttery",0,3,36444,31241,4.63864442279615,"small"
"buttonhole",0,3,36444,31241,4.63864442279615,"small"
"cadet",0,3,36444,31241,4.63864442279615,"small"
"calibre",0,3,36444,31241,4.63864442279615,"small"
"carnivore",0,3,36444,31241,4.63864442279615,"small"
"carp",0,3,36444,31241,4.63864442279615,"small"
"ceramic",0,3,36444,31241,4.63864442279615,"small"
"chisel",0,3,36444,31241,4.63864442279615,"small"
"cichlid",0,3,36444,31241,4.63864442279615,"small"
"classroom",0,3,36444,31241,4.63864442279615,"small"
"co-operative",0,3,36444,31241,4.63864442279615,"small"
"coach",0,3,36444,31241,4.63864442279615,"small"
"coil",0,3,36444,31241,4.63864442279615,"small"
"compass",0,3,36444,31241,4.63864442279615,"small"
"courgette",0,3,36444,31241,4.63864442279615,"small"
"crevice",0,3,36444,31241,4.63864442279615,"small"
"crimson",0,3,36444,31241,4.63864442279615,"small"
"crisis",0,3,36444,31241,4.63864442279615,"small"
"curvature",0,3,36444,31241,4.63864442279615,"small"
"cutter",0,3,36444,31241,4.63864442279615,"small"
"dace",0,3,36444,31241,4.63864442279615,"small"
"demonstration",0,3,36444,31241,4.63864442279615,"small"
"dresser",0,3,36444,31241,4.63864442279615,"small"
"drift",0,3,36444,31241,4.63864442279615,"small"
"e.p.s.p.",0,3,36444,31241,4.63864442279615,"small"
"electronics",0,3,36444,31241,4.63864442279615,"small"
"enquiry",0,3,36444,31241,4.63864442279615,"small"
"exclamation",0,3,36444,31241,4.63864442279615,"small"
"faction",0,3,36444,31241,4.63864442279615,"small"
"filter",0,3,36444,31241,4.63864442279615,"small"
"finch",0,3,36444,31241,4.63864442279615,"small"
"fireplace",0,3,36444,31241,4.63864442279615,"small"
"firework",0,3,36444,31241,4.63864442279615,"small"
"fit",0,3,36444,31241,4.63864442279615,"small"
"flashlight",0,3,36444,31241,4.63864442279615,"small"
"galley",0,3,36444,31241,4.63864442279615,"small"
"gouge",0,3,36444,31241,4.63864442279615,"small"
"gratuity",0,3,36444,31241,4.63864442279615,"small"
"heatsink",0,3,36444,31241,4.63864442279615,"small"
"honorarium",0,3,36444,31241,4.63864442279615,"small"
"hostel",0,3,36444,31241,4.63864442279615,"small"
"inaccuracy",0,3,36444,31241,4.63864442279615,"small"
"inclusion",0,3,36444,31241,4.63864442279615,"small"
"insertion",0,3,36444,31241,4.63864442279615,"small"
"institution",0,3,36444,31241,4.63864442279615,"small"
"levy",0,3,36444,31241,4.63864442279615,"small"
"lymphocyte",0,3,36444,31241,4.63864442279615,"small"
"macro-model",0,3,36444,31241,4.63864442279615,"small"
"marsh",0,3,36444,31241,4.63864442279615,"small"
"medium",0,3,36444,31241,4.63864442279615,"small"
"moth",0,3,36444,31241,4.63864442279615,"small"
"mutation",0,3,36444,31241,4.63864442279615,"small"
"omission",0,3,36444,31241,4.63864442279615,"small"
"outbuilding",0,3,36444,31241,4.63864442279615,"small"
"outlet",0,3,36444,31241,4.63864442279615,"small"
"palestinian",0,3,36444,31241,4.63864442279615,"small"
"palette",0,3,36444,31241,4.63864442279615,"small"
"partnership",0,3,36444,31241,4.63864442279615,"small"
"patrol",0,3,36444,31241,4.63864442279615,"small"
"pc",0,3,36444,31241,4.63864442279615,"small"
"pizza",0,3,36444,31241,4.63864442279615,"small"
"playground",0,3,36444,31241,4.63864442279615,"small"
"prairie",0,3,36444,31241,4.63864442279615,"small"
"premise",0,3,36444,31241,4.63864442279615,"small"
"prey",0,3,36444,31241,4.63864442279615,"small"
"printing",0,3,36444,31241,4.63864442279615,"small"
"protrusion",0,3,36444,31241,4.63864442279615,"small"
"quibble",0,3,36444,31241,4.63864442279615,"small"
"ravine",0,3,36444,31241,4.63864442279615,"small"
"release",0,3,36444,31241,4.63864442279615,"small"
"repertoire",0,3,36444,31241,4.63864442279615,"small"
"representation",0,3,36444,31241,4.63864442279615,"small"
"representative",0,3,36444,31241,4.63864442279615,"small"
"residue",0,3,36444,31241,4.63864442279615,"small"
"rotary",0,3,36444,31241,4.63864442279615,"small"
"satellite",0,3,36444,31241,4.63864442279615,"small"
"scabious",0,3,36444,31241,4.63864442279615,"small"
"scattering",0,3,36444,31241,4.63864442279615,"small"
"screw-top",0,3,36444,31241,4.63864442279615,"small"
"shark",0,3,36444,31241,4.63864442279615,"small"
"sheaf",0,3,36444,31241,4.63864442279615,"small"
"sherd",0,3,36444,31241,4.63864442279615,"small"
"shield",0,3,36444,31241,4.63864442279615,"small"
"shingle",0,3,36444,31241,4.63864442279615,"small"
"showroom",0,3,36444,31241,4.63864442279615,"small"
"sink",0,3,36444,31241,4.63864442279615,"small"
"soufflé",0,3,36444,31241,4.63864442279615,"small"
"spike",0,3,36444,31241,4.63864442279615,"small"
"splinter",0,3,36444,31241,4.63864442279615,"small"
"spruce",0,3,36444,31241,4.63864442279615,"small"
"start-up",0,3,36444,31241,4.63864442279615,"small"
"steak",0,3,36444,31241,4.63864442279615,"small"
"strongyle",0,3,36444,31241,4.63864442279615,"small"
"subgroup",0,3,36444,31241,4.63864442279615,"small"
"subscription",0,3,36444,31241,4.63864442279615,"small"
"subsidy",0,3,36444,31241,4.63864442279615,"small"
"subunit",0,3,36444,31241,4.63864442279615,"small"
"syndicate",0,3,36444,31241,4.63864442279615,"small"
"tomb",0,3,36444,31241,4.63864442279615,"small"
"touring",0,3,36444,31241,4.63864442279615,"small"
"tuber",0,3,36444,31241,4.63864442279615,"small"
"tutorial",0,3,36444,31241,4.63864442279615,"small"
"twin",0,3,36444,31241,4.63864442279615,"small"
"university",0,3,36444,31241,4.63864442279615,"small"
"vestibule",0,3,36444,31241,4.63864442279615,"small"
"vineyard",0,3,36444,31241,4.63864442279615,"small"
"volcano",0,3,36444,31241,4.63864442279615,"small"
"washing",0,3,36444,31241,4.63864442279615,"small"
"watercolour",0,3,36444,31241,4.63864442279615,"small"
"wetland",0,3,36444,31241,4.63864442279615,"small"
"workgroup",0,3,36444,31241,4.63864442279615,"small"
"workroom",0,3,36444,31241,4.63864442279615,"small"
"desk",7,15,36437,31229,4.34007176932688,"small"
"station",7,15,36437,31229,4.34007176932688,"small"
"aircraft",5,12,36439,31232,4.14918861507662,"small"
"pause",5,12,36439,31232,4.14918861507662,"small"
"colony",3,9,36441,31235,4.13492912740399,"small"
"fist",3,9,36441,31235,4.13492912740399,"small"
"peak",3,9,36441,31235,4.13492912740399,"small"
"planet",3,9,36441,31235,4.13492912740399,"small"
"development",8,16,36436,31228,4.09348343945561,"small"
"stage",8,16,36436,31228,4.09348343945561,"small"
"war",8,16,36436,31228,4.09348343945561,"small"
"club",10,19,36434,31225,4.3988398106838,"small"
"pile",19,29,36425,31215,3.92507755620769,"small"
"balcony",6,13,36438,31231,3.83188489338831,"small"
"operation",6,13,36438,31231,3.83188489338831,"small"
"victory",6,13,36438,31231,3.83188489338831,"small"
"achievement",2,7,36442,31237,3.76543993187872,"small"
"column",2,7,36442,31237,3.76543993187872,"small"
"economy",2,7,36442,31237,3.76543993187872,"small"
"expedition",2,7,36442,31237,3.76543993187872,"small"
"paddock",2,7,36442,31237,3.76543993187872,"small"
"pebble",2,7,36442,31237,3.76543993187872,"small"
"reception",2,7,36442,31237,3.76543993187872,"small"
"tower",2,7,36442,31237,3.76543993187872,"small"
"centre",4,10,36440,31234,3.66388336663048,"small"
"landing",4,10,36440,31234,3.66388336663048,"small"
"return",4,10,36440,31234,3.66388336663048,"small"
"seed",4,10,36440,31234,3.66388336663048,"small"
"bone",7,14,36437,31230,3.58164039600213,"small"
"agency",1,5,36443,31239,3.56264095206601,"small"
"client",1,5,36443,31239,3.56264095206601,"small"
"deer",1,5,36443,31239,3.56264095206601,"small"
"focus",1,5,36443,31239,3.56264095206601,"small"
"grocer",1,5,36443,31239,3.56264095206601,"small"
"hillock",1,5,36443,31239,3.56264095206601,"small"
"landlord",1,5,36443,31239,3.56264095206601,"small"
"load",1,5,36443,31239,3.56264095206601,"small"
"neighbourhood",1,5,36443,31239,3.56264095206601,"small"
"network",1,5,36443,31239,3.56264095206601,"small"
"outlay",1,5,36443,31239,3.56264095206601,"small"
"suite",1,5,36443,31239,3.56264095206601,"small"
"tavern",1,5,36443,31239,3.56264095206601,"small"
"timber",1,5,36443,31239,3.56264095206601,"small"
"tumour",1,5,36443,31239,3.56264095206601,"small"
"tv",1,5,36443,31239,3.56264095206601,"small"
"pocket",17,26,36427,31218,3.54004617200682,"small"
"egg",5,11,36439,31233,3.32512781376443,"small"
"resort",5,11,36439,31233,3.32512781376443,"small"
"stool",5,11,36439,31233,3.32512781376443,"small"
"surplus",5,11,36439,31233,3.32512781376443,"small"
"constellation",3,8,36441,31236,3.19364753248824,"small"
"entrance",3,8,36441,31236,3.19364753248824,"small"
"motor",3,8,36441,31236,3.19364753248824,"small"
"paragraph",3,8,36441,31236,3.19364753248824,"small"
"series",3,8,36441,31236,3.19364753248824,"small"
"48-seat",0,2,36444,31242,3.09239514755481,"small"
"accountancy",0,2,36444,31242,3.09239514755481,"small"
"acreage",0,2,36444,31242,3.09239514755481,"small"
"admixture",0,2,36444,31242,3.09239514755481,"small"
"airbus",0,2,36444,31242,3.09239514755481,"small"
"aliquot",0,2,36444,31242,3.09239514755481,"small"
"amphitheatre",0,2,36444,31242,3.09239514755481,"small"
"anglican",0,2,36444,31242,3.09239514755481,"small"
"angus",0,2,36444,31242,3.09239514755481,"small"
"anteroom",0,2,36444,31242,3.09239514755481,"small"
"appliance",0,2,36444,31242,3.09239514755481,"small"
"archive",0,2,36444,31242,3.09239514755481,"small"
"arena",0,2,36444,31242,3.09239514755481,"small"
"armchair",0,2,36444,31242,3.09239514755481,"small"
"array",0,2,36444,31242,3.09239514755481,"small"
"artisan",0,2,36444,31242,3.09239514755481,"small"
"attendance",0,2,36444,31242,3.09239514755481,"small"
"auxiliary",0,2,36444,31242,3.09239514755481,"small"
"avalanch",0,2,36444,31242,3.09239514755481,"small"
"avant-garde",0,2,36444,31242,3.09239514755481,"small"
"backyard",0,2,36444,31242,3.09239514755481,"small"
"baker",0,2,36444,31242,3.09239514755481,"small"
"barb",0,2,36444,31242,3.09239514755481,"small"
"barricade",0,2,36444,31242,3.09239514755481,"small"
"baseline",0,2,36444,31242,3.09239514755481,"small"
"basement",0,2,36444,31242,3.09239514755481,"small"
"beaker",0,2,36444,31242,3.09239514755481,"small"
"belgian",0,2,36444,31242,3.09239514755481,"small"
"bellend",0,2,36444,31242,3.09239514755481,"small"
"berg",0,2,36444,31242,3.09239514755481,"small"
"betrayal",0,2,36444,31242,3.09239514755481,"small"
"bile",0,2,36444,31242,3.09239514755481,"small"
"biography",0,2,36444,31242,3.09239514755481,"small"
"blame",0,2,36444,31242,3.09239514755481,"small"
"bolide",0,2,36444,31242,3.09239514755481,"small"
"bookmaker",0,2,36444,31242,3.09239514755481,"small"
"bookshelf",0,2,36444,31242,3.09239514755481,"small"
"bookshop",0,2,36444,31242,3.09239514755481,"small"
"boxroom",0,2,36444,31242,3.09239514755481,"small"
"breakdown",0,2,36444,31242,3.09239514755481,"small"
"bronchiole",0,2,36444,31242,3.09239514755481,"small"
"bronchus",0,2,36444,31242,3.09239514755481,"small"
"brown-paper",0,2,36444,31242,3.09239514755481,"small"
"bruise",0,2,36444,31242,3.09239514755481,"small"
"bulldozer",0,2,36444,31242,3.09239514755481,"small"
"buttock",0,2,36444,31242,3.09239514755481,"small"
"cab",0,2,36444,31242,3.09239514755481,"small"
"cactus",0,2,36444,31242,3.09239514755481,"small"
"cadre",0,2,36444,31242,3.09239514755481,"small"
"camping",0,2,36444,31242,3.09239514755481,"small"
"carton",0,2,36444,31242,3.09239514755481,"small"
"caseload",0,2,36444,31242,3.09239514755481,"small"
"cassette",0,2,36444,31242,3.09239514755481,"small"
"cast-iron",0,2,36444,31242,3.09239514755481,"small"
"catchment",0,2,36444,31242,3.09239514755481,"small"
"catfish",0,2,36444,31242,3.09239514755481,"small"
"cereal",0,2,36444,31242,3.09239514755481,"small"
"chantry",0,2,36444,31242,3.09239514755481,"small"
"characin",0,2,36444,31242,3.09239514755481,"small"
"charcoal",0,2,36444,31242,3.09239514755481,"small"
"chemical",0,2,36444,31242,3.09239514755481,"small"
"cheque",0,2,36444,31242,3.09239514755481,"small"
"cill",0,2,36444,31242,3.09239514755481,"small"
"cistern",0,2,36444,31242,3.09239514755481,"small"
"climbing",0,2,36444,31242,3.09239514755481,"small"
"clothing",0,2,36444,31242,3.09239514755481,"small"
"clove",0,2,36444,31242,3.09239514755481,"small"
"coalfish",0,2,36444,31242,3.09239514755481,"small"
"cod",0,2,36444,31242,3.09239514755481,"small"
"coffer",0,2,36444,31242,3.09239514755481,"small"
"collier",0,2,36444,31242,3.09239514755481,"small"
"colliery",0,2,36444,31242,3.09239514755481,"small"
"comer",0,2,36444,31242,3.09239514755481,"small"
"commercial",0,2,36444,31242,3.09239514755481,"small"
"conservative",0,2,36444,31242,3.09239514755481,"small"
"consignment",0,2,36444,31242,3.09239514755481,"small"
"constituency",0,2,36444,31242,3.09239514755481,"small"
"contrast",0,2,36444,31242,3.09239514755481,"small"
"contributor",0,2,36444,31242,3.09239514755481,"small"
"copepod",0,2,36444,31242,3.09239514755481,"small"
"corporation",0,2,36444,31242,3.09239514755481,"small"
"covert",0,2,36444,31242,3.09239514755481,"small"
"coxite",0,2,36444,31242,3.09239514755481,"small"
"craftsman",0,2,36444,31242,3.09239514755481,"small"
"crop",0,2,36444,31242,3.09239514755481,"small"
"cross-section",0,2,36444,31242,3.09239514755481,"small"
"crucifix",0,2,36444,31242,3.09239514755481,"small"
"crust",0,2,36444,31242,3.09239514755481,"small"
"crystallite",0,2,36444,31242,3.09239514755481,"small"
"cuddy",0,2,36444,31242,3.09239514755481,"small"
"cultivator",0,2,36444,31242,3.09239514755481,"small"
"daysack",0,2,36444,31242,3.09239514755481,"small"
"deficiency",0,2,36444,31242,3.09239514755481,"small"
"delta",0,2,36444,31242,3.09239514755481,"small"
"depositor",0,2,36444,31242,3.09239514755481,"small"
"desk-top",0,2,36444,31242,3.09239514755481,"small"
"desktop",0,2,36444,31242,3.09239514755481,"small"
"destroyer",0,2,36444,31242,3.09239514755481,"small"
"detachment",0,2,36444,31242,3.09239514755481,"small"
"devaluation",0,2,36444,31242,3.09239514755481,"small"
"diet",0,2,36444,31242,3.09239514755481,"small"
"directorate",0,2,36444,31242,3.09239514755481,"small"
"disability",0,2,36444,31242,3.09239514755481,"small"
"disposal",0,2,36444,31242,3.09239514755481,"small"
"distillery",0,2,36444,31242,3.09239514755481,"small"
"distribution",0,2,36444,31242,3.09239514755481,"small"
"dive",0,2,36444,31242,3.09239514755481,"small"
"divestment",0,2,36444,31242,3.09239514755481,"small"
"dna",0,2,36444,31242,3.09239514755481,"small"
"domestically-orientated",0,2,36444,31242,3.09239514755481,"small"
"dowry",0,2,36444,31242,3.09239514755481,"small"
"drainage",0,2,36444,31242,3.09239514755481,"small"
"dressing-table",0,2,36444,31242,3.09239514755481,"small"
"driver",0,2,36444,31242,3.09239514755481,"small"
"earthworm",0,2,36444,31242,3.09239514755481,"small"
"edging",0,2,36444,31242,3.09239514755481,"small"
"egyptian",0,2,36444,31242,3.09239514755481,"small"
"emission",0,2,36444,31242,3.09239514755481,"small"
"encampment",0,2,36444,31242,3.09239514755481,"small"
"enemy",0,2,36444,31242,3.09239514755481,"small"
"environment",0,2,36444,31242,3.09239514755481,"small"
"export",0,2,36444,31242,3.09239514755481,"small"
"extract",0,2,36444,31242,3.09239514755481,"small"
"eyelet",0,2,36444,31242,3.09239514755481,"small"
"faece",0,2,36444,31242,3.09239514755481,"small"
"feasibility",0,2,36444,31242,3.09239514755481,"small"
"fern",0,2,36444,31242,3.09239514755481,"small"
"festival",0,2,36444,31242,3.09239514755481,"small"
"fine",0,2,36444,31242,3.09239514755481,"small"
"firearm",0,2,36444,31242,3.09239514755481,"small"
"fitness",0,2,36444,31242,3.09239514755481,"small"
"flat-bottomed",0,2,36444,31242,3.09239514755481,"small"
"foam",0,2,36444,31242,3.09239514755481,"small"
"following",0,2,36444,31242,3.09239514755481,"small"
"form-factor",0,2,36444,31242,3.09239514755481,"small"
"formation",0,2,36444,31242,3.09239514755481,"small"
"forum",0,2,36444,31242,3.09239514755481,"small"
"franchise",0,2,36444,31242,3.09239514755481,"small"
"friendly",0,2,36444,31242,3.09239514755481,"small"
"frying",0,2,36444,31242,3.09239514755481,"small"
"furnace",0,2,36444,31242,3.09239514755481,"small"
"gale",0,2,36444,31242,3.09239514755481,"small"
"gargoyle",0,2,36444,31242,3.09239514755481,"small"
"gasifier",0,2,36444,31242,3.09239514755481,"small"
"globe",0,2,36444,31242,3.09239514755481,"small"
"globule",0,2,36444,31242,3.09239514755481,"small"
"gorge",0,2,36444,31242,3.09239514755481,"small"
"grammar",0,2,36444,31242,3.09239514755481,"small"
"gripe",0,2,36444,31242,3.09239514755481,"small"
"guerrilla",0,2,36444,31242,3.09239514755481,"small"
"guidebook",0,2,36444,31242,3.09239514755481,"small"
"hacksaw",0,2,36444,31242,3.09239514755481,"small"
"haemorrhage",0,2,36444,31242,3.09239514755481,"small"
"hail",0,2,36444,31242,3.09239514755481,"small"
"hairline",0,2,36444,31242,3.09239514755481,"small"
"hand-gun",0,2,36444,31242,3.09239514755481,"small"
"handkerchief",0,2,36444,31242,3.09239514755481,"small"
"hanging",0,2,36444,31242,3.09239514755481,"small"
"harem",0,2,36444,31242,3.09239514755481,"small"
"haulage",0,2,36444,31242,3.09239514755481,"small"
"heater",0,2,36444,31242,3.09239514755481,"small"
"herbivore",0,2,36444,31242,3.09239514755481,"small"
"hermit",0,2,36444,31242,3.09239514755481,"small"
"highland",0,2,36444,31242,3.09239514755481,"small"
"hoe",0,2,36444,31242,3.09239514755481,"small"
"hooligan",0,2,36444,31242,3.09239514755481,"small"
"ice-cap",0,2,36444,31242,3.09239514755481,"small"
"ill-defined",0,2,36444,31242,3.09239514755481,"small"
"incense",0,2,36444,31242,3.09239514755481,"small"
"incline",0,2,36444,31242,3.09239514755481,"small"
"inflow",0,2,36444,31242,3.09239514755481,"small"
"inlet",0,2,36444,31242,3.09239514755481,"small"
