"Token","FreqLabour","FreqLibdem","c","d","GStat","Association"
"promises",1,2,26039,23585,0.446101383253842,"libdem"
"boosting",1,2,26039,23585,0.446101383253842,"libdem"
"phase",1,2,26039,23585,0.446101383253842,"libdem"
"2016",1,2,26039,23585,0.446101383253842,"libdem"
"requires",1,2,26039,23585,0.446101383253842,"libdem"
"fisheries",1,2,26039,23585,0.446101383253842,"libdem"
"qualified",1,2,26039,23585,0.446101383253842,"libdem"
"decline",1,2,26039,23585,0.446101383253842,"libdem"
"uncertain",1,2,26039,23585,0.446101383253842,"libdem"
"manage",1,2,26039,23585,0.446101383253842,"libdem"
"advanced",1,2,26039,23585,0.446101383253842,"libdem"
"attractive",1,2,26039,23585,0.446101383253842,"libdem"
"age-appropriate",1,2,26039,23585,0.446101383253842,"libdem"
"planned",1,2,26039,23585,0.446101383253842,"libdem"
"storage",1,2,26039,23585,0.446101383253842,"libdem"
"evasion",1,2,26039,23585,0.446101383253842,"libdem"
"difficult",1,2,26039,23585,0.446101383253842,"libdem"
"0.7",1,2,26039,23585,0.446101383253842,"libdem"
"gross",1,2,26039,23585,0.446101383253842,"libdem"
"targeted",1,2,26039,23585,0.446101383253842,"libdem"
"fathers",1,2,26039,23585,0.446101383253842,"libdem"
"recovery",1,2,26039,23585,0.446101383253842,"libdem"
"beginning",1,2,26039,23585,0.446101383253842,"libdem"
"indicators",1,2,26039,23585,0.446101383253842,"libdem"
"modernise",1,2,26039,23585,0.446101383253842,"libdem"
"oecd",1,2,26039,23585,0.446101383253842,"libdem"
"reflects",1,2,26039,23585,0.446101383253842,"libdem"
"thriving",1,2,26039,23585,0.446101383253842,"libdem"
"manufacture",1,2,26039,23585,0.446101383253842,"libdem"
"advertising",1,2,26039,23585,0.446101383253842,"libdem"
"warrant",1,2,26039,23585,0.446101383253842,"libdem"
"horizon",1,2,26039,23585,0.446101383253842,"libdem"
"loopholes",1,2,26039,23585,0.446101383253842,"libdem"
"assistance",1,2,26039,23585,0.446101383253842,"libdem"
"collaboration",1,2,26039,23585,0.446101383253842,"libdem"
"reversing",1,2,26039,23585,0.446101383253842,"libdem"
"association",1,2,26039,23585,0.446101383253842,"libdem"
"charge",1,2,26039,23585,0.446101383253842,"libdem"
"constitution",1,2,26039,23585,0.446101383253842,"libdem"
"fossil",1,2,26039,23585,0.446101383253842,"libdem"
"competition",1,2,26039,23585,0.446101383253842,"libdem"
"advantage",1,2,26039,23585,0.446101383253842,"libdem"
"labelling",1,2,26039,23585,0.446101383253842,"libdem"
"combatting",1,2,26039,23585,0.446101383253842,"libdem"
"mutilation",1,2,26039,23585,0.446101383253842,"libdem"
"fit",9,9,26031,23578,0.0440474097378993,"libdem"
"sectors",9,9,26031,23578,0.0440474097378993,"libdem"
"budgets",9,9,26031,23578,0.0440474097378993,"libdem"
"line",9,9,26031,23578,0.0440474097378993,"libdem"
"does",9,9,26031,23578,0.0440474097378993,"libdem"
"least",11,13,26029,23574,0.423650042395219,"libdem"
"further",11,13,26029,23574,0.423650042395219,"libdem"
"opportunities",11,13,26029,23574,0.423650042395219,"libdem"
"nhs",32,34,26008,23553,0.420500177823055,"libdem"
"current",12,14,26028,23573,0.415693489940247,"libdem"
"commission",14,13,26026,23574,0.00415678797922442,"libdem"
"role",14,13,26026,23574,0.00415678797922442,"libdem"
"effective",14,13,26026,23574,0.00415678797922442,"libdem"
"economic",14,13,26026,23574,0.00415678797922442,"libdem"
"next",16,18,26024,23569,0.399035483851491,"libdem"
"brexit",21,23,26019,23564,0.396801359293535,"libdem"
"reduce",20,22,26020,23565,0.396226175237265,"libdem"
"independent",8,8,26032,23579,0.0391516727565339,"libdem"
"paid",8,8,26032,23579,0.0391516727565339,"libdem"
"way",8,8,26032,23579,0.0391516727565339,"libdem"
"protection",8,8,26032,23579,0.0391516727565339,"libdem"
"risk",7,7,26033,23580,0.0342563309663564,"libdem"
"ending",7,7,26033,23580,0.0342563309663564,"libdem"
"like",7,7,26033,23580,0.0342563309663564,"libdem"
"properly",7,7,26033,23580,0.0342563309663564,"libdem"
"aid",7,7,26033,23580,0.0342563309663564,"libdem"
"require",7,7,26033,23580,0.0342563309663564,"libdem"
"shared",7,7,26033,23580,0.0342563309663564,"libdem"
"university",7,7,26033,23580,0.0342563309663564,"libdem"
"farming",7,7,26033,23580,0.0342563309663564,"libdem"
"extending",7,7,26033,23580,0.0342563309663564,"libdem"
"attacks",2,3,26038,23584,0.312555609462652,"libdem"
"achieve",2,3,26038,23584,0.312555609462652,"libdem"
"solution",2,3,26038,23584,0.312555609462652,"libdem"
"provided",2,3,26038,23584,0.312555609462652,"libdem"
"treated",2,3,26038,23584,0.312555609462652,"libdem"
"go",2,3,26038,23584,0.312555609462652,"libdem"
"incomes",2,3,26038,23584,0.312555609462652,"libdem"
"data",2,3,26038,23584,0.312555609462652,"libdem"
"eliminating",2,3,26038,23584,0.312555609462652,"libdem"
"base",2,3,26038,23584,0.312555609462652,"libdem"
"alternative",2,3,26038,23584,0.312555609462652,"libdem"
"suffered",2,3,26038,23584,0.312555609462652,"libdem"
"apprentices",2,3,26038,23584,0.312555609462652,"libdem"
"proposals",2,3,26038,23584,0.312555609462652,"libdem"
"emissions",2,3,26038,23584,0.312555609462652,"libdem"
"generations",2,3,26038,23584,0.312555609462652,"libdem"
"marriage",2,3,26038,23584,0.312555609462652,"libdem"
"group",2,3,26038,23584,0.312555609462652,"libdem"
"requiring",2,3,26038,23584,0.312555609462652,"libdem"
"mandatory",2,3,26038,23584,0.312555609462652,"libdem"
"franchises",2,3,26038,23584,0.312555609462652,"libdem"
"production",2,3,26038,23584,0.312555609462652,"libdem"
"behind",2,3,26038,23584,0.312555609462652,"libdem"
"official",2,3,26038,23584,0.312555609462652,"libdem"
"capping",2,3,26038,23584,0.312555609462652,"libdem"
"permit",2,3,26038,23584,0.312555609462652,"libdem"
"scientific",2,3,26038,23584,0.312555609462652,"libdem"
"day-to-day",2,3,26038,23584,0.312555609462652,"libdem"
"collection",2,3,26038,23584,0.312555609462652,"libdem"
"loss",2,3,26038,23584,0.312555609462652,"libdem"
"closures",2,3,26038,23584,0.312555609462652,"libdem"
"tech",2,3,26038,23584,0.312555609462652,"libdem"
"diseases",2,3,26038,23584,0.312555609462652,"libdem"
"landlords",2,3,26038,23584,0.312555609462652,"libdem"
"carbon",2,3,26038,23584,0.312555609462652,"libdem"
"foundation",2,3,26038,23584,0.312555609462652,"libdem"
"licensing",2,3,26038,23584,0.312555609462652,"libdem"
"duty",6,6,26034,23581,0.0293613843390531,"libdem"
"statutory",6,6,26034,23581,0.0293613843390531,"libdem"
"universal",6,6,26034,23581,0.0293613843390531,"libdem"
"victims",6,6,26034,23581,0.0293613843390531,"libdem"
"refugees",6,6,26034,23581,0.0293613843390531,"libdem"
"exports",6,6,26034,23581,0.0293613843390531,"libdem"
"up",33,34,26007,23553,0.278134779661817,"libdem"
"it",75,74,25965,23513,0.273076406344276,"libdem"
"were",3,4,26037,23583,0.259445095538166,"libdem"
"wherever",3,4,26037,23583,0.259445095538166,"libdem"
"physical",3,4,26037,23583,0.259445095538166,"libdem"
"leadership",3,4,26037,23583,0.259445095538166,"libdem"
"double",3,4,26037,23583,0.259445095538166,"libdem"
"membership",3,4,26037,23583,0.259445095538166,"libdem"
"court",3,4,26037,23583,0.259445095538166,"libdem"
"fuel",3,4,26037,23583,0.259445095538166,"libdem"
"westminster",3,4,26037,23583,0.259445095538166,"libdem"
"innovative",3,4,26037,23583,0.259445095538166,"libdem"
"inflation",3,4,26037,23583,0.259445095538166,"libdem"
"smaller",3,4,26037,23583,0.259445095538166,"libdem"
"partnership",3,4,26037,23583,0.259445095538166,"libdem"
"sale",3,4,26037,23583,0.259445095538166,"libdem"
"refugee",3,4,26037,23583,0.259445095538166,"libdem"
"say",3,4,26037,23583,0.259445095538166,"libdem"
"sexual",3,4,26037,23583,0.259445095538166,"libdem"
"final",3,4,26037,23583,0.259445095538166,"libdem"
"online",3,4,26037,23583,0.259445095538166,"libdem"
"overseas",5,5,26035,23582,0.0244668328096803,"libdem"
"maximum",5,5,26035,23582,0.0244668328096803,"libdem"
"demand",5,5,26035,23582,0.0244668328096803,"libdem"
"supports",5,5,26035,23582,0.0244668328096803,"libdem"
"had",5,5,26035,23582,0.0244668328096803,"libdem"
"low-carbon",5,5,26035,23582,0.0244668328096803,"libdem"
"medical",5,5,26035,23582,0.0244668328096803,"libdem"
"cost",5,5,26035,23582,0.0244668328096803,"libdem"
"science",5,5,26035,23582,0.0244668328096803,"libdem"
"debt",5,5,26035,23582,0.0244668328096803,"libdem"
"appropriate",5,5,26035,23582,0.0244668328096803,"libdem"
"developing",5,5,26035,23582,0.0244668328096803,"libdem"
"thousands",5,5,26035,23582,0.0244668328096803,"libdem"
"them",24,25,26016,23562,0.239447753468371,"libdem"
"enough",4,5,26036,23582,0.232336859688811,"libdem"
"broadband",4,5,26036,23582,0.232336859688811,"libdem"
"far",4,5,26036,23582,0.232336859688811,"libdem"
"instead",4,5,26036,23582,0.232336859688811,"libdem"
"fairly",4,5,26036,23582,0.232336859688811,"libdem"
"done",4,5,26036,23582,0.232336859688811,"libdem"
"during",4,5,26036,23582,0.232336859688811,"libdem"
"values",4,5,26036,23582,0.232336859688811,"libdem"
"credit",4,5,26036,23582,0.232336859688811,"libdem"
"routes",4,5,26036,23582,0.232336859688811,"libdem"
"ensuring",20,21,26020,23566,0.223809729341946,"libdem"
"just",13,12,26027,23575,0.00222843344138493,"libdem"
"(",20,19,26020,23568,0.0221245272044021,"libdem"
"fair",18,19,26022,23568,0.216639208539072,"libdem"
"work",80,78,25960,23509,0.214622871009104,"libdem"
"power",16,17,26024,23570,0.210109967613405,"libdem"
"being",14,15,26026,23572,0.204486884781581,"libdem"
"receive",7,8,26033,23579,0.202408362623472,"libdem"
"independence",7,8,26033,23579,0.202408362623472,"libdem"
"rule",7,8,26033,23579,0.202408362623472,"libdem"
"programme",12,13,26028,23574,0.200204537436286,"libdem"
"2",12,13,26028,23574,0.200204537436286,"libdem"
"rates",8,9,26032,23578,0.199449261842736,"libdem"
"made",9,10,26031,23577,0.198147598775597,"libdem"
"control",9,10,26031,23577,0.198147598775597,"libdem"
"forces",9,10,26031,23577,0.198147598775597,"libdem"
"conflict",9,10,26031,23577,0.198147598775597,"libdem"
"strong",9,10,26031,23577,0.198147598775597,"libdem"
"industries",9,10,26031,23577,0.198147598775597,"libdem"
"time",19,18,26021,23569,0.0186151191546434,"libdem"
"of",642,586,25398,23001,0.0184760840611915,"libdem"
"they",71,69,25969,23518,0.173653095066014,"libdem"
"as",114,109,25926,23478,0.163662779406639,"libdem"
"improve",24,22,26016,23565,0.00163396922454967,"libdem"
"only",18,17,26022,23570,0.0152646229431758,"libdem"
"years",31,31,26009,23556,0.151853705257716,"libdem"
"those",30,30,26010,23557,0.146949261801149,"libdem"
"objectives",3,3,26037,23584,0.0146789148538957,"libdem"
"contribution",3,3,26037,23584,0.0146789148538957,"libdem"
"vocational",3,3,26037,23584,0.0146789148538957,"libdem"
"bills",3,3,26037,23584,0.0146789148538957,"libdem"
"streets",3,3,26037,23584,0.0146789148538957,"libdem"
"response",3,3,26037,23584,0.0146789148538957,"libdem"
"steps",3,3,26037,23584,0.0146789148538957,"libdem"
"land",3,3,26037,23584,0.0146789148538957,"libdem"
"tough",3,3,26037,23584,0.0146789148538957,"libdem"
"ambition",3,3,26037,23584,0.0146789148538957,"libdem"
"urgent",3,3,26037,23584,0.0146789148538957,"libdem"
"examine",3,3,26037,23584,0.0146789148538957,"libdem"
"damage",3,3,26037,23584,0.0146789148538957,"libdem"
"integrated",3,3,26037,23584,0.0146789148538957,"libdem"
"terrorism",3,3,26037,23584,0.0146789148538957,"libdem"
"entitled",3,3,26037,23584,0.0146789148538957,"libdem"
"decision",3,3,26037,23584,0.0146789148538957,"libdem"
"another",3,3,26037,23584,0.0146789148538957,"libdem"
"basic",3,3,26037,23584,0.0146789148538957,"libdem"
"nearly",3,3,26037,23584,0.0146789148538957,"libdem"
"rape",3,3,26037,23584,0.0146789148538957,"libdem"
"intervention",3,3,26037,23584,0.0146789148538957,"libdem"
"sports",3,3,26037,23584,0.0146789148538957,"libdem"
"water",3,3,26037,23584,0.0146789148538957,"libdem"
"venues",3,3,26037,23584,0.0146789148538957,"libdem"
"serious",3,3,26037,23584,0.0146789148538957,"libdem"
"civilians",3,3,26037,23584,0.0146789148538957,"libdem"
"changing",3,3,26037,23584,0.0146789148538957,"libdem"
"efficiency",3,3,26037,23584,0.0146789148538957,"libdem"
"enabling",3,3,26037,23584,0.0146789148538957,"libdem"
"patient",3,3,26037,23584,0.0146789148538957,"libdem"
"show",3,3,26037,23584,0.0146789148538957,"libdem"
"military",3,3,26037,23584,0.0146789148538957,"libdem"
"participate",3,3,26037,23584,0.0146789148538957,"libdem"
"job",3,3,26037,23584,0.0146789148538957,"libdem"
"meeting",3,3,26037,23584,0.0146789148538957,"libdem"
"persons",3,3,26037,23584,0.0146789148538957,"libdem"
"continued",3,3,26037,23584,0.0146789148538957,"libdem"
"continue",22,20,26018,23567,0.000137994693479013,"libdem"
"world",23,23,26017,23564,0.112629250020695,"libdem"
"housing",23,23,26017,23564,0.112629250020695,"libdem"
"transport",18,18,26022,23569,0.088126834344894,"libdem"
"living",18,18,26022,23569,0.088126834344894,"libdem"
"provide",22,26,26018,23561,0.84771083516007,"libdem"
"protect",34,32,26006,23555,0.024219877058022,"libdem"
"where",19,20,26021,23567,0.22015661642977,"libdem"
"large",5,6,26035,23581,0.21692906440667,"libdem"
"target",5,6,26035,23581,0.21692906440667,"libdem"
"enable",5,6,26035,23581,0.21692906440667,"libdem"
"particularly",5,6,26035,23581,0.21692906440667,"libdem"
"taxation",5,6,26035,23581,0.21692906440667,"libdem"
"policing",5,6,26035,23581,0.21692906440667,"libdem"
"10",5,6,26035,23581,0.21692906440667,"libdem"
"delivering",5,6,26035,23581,0.21692906440667,"libdem"
"highest",5,6,26035,23581,0.21692906440667,"libdem"
"whether",5,6,26035,23581,0.21692906440667,"libdem"
"by",164,151,25876,23436,0.021148996538658,"libdem"
"retain",6,7,26034,23580,0.20779220224591,"libdem"
"policies",6,7,26034,23580,0.20779220224591,"libdem"
"run",6,7,26034,23580,0.20779220224591,"libdem"
"share",6,7,26034,23580,0.20779220224591,"libdem"
"number",11,12,26029,23575,0.19878471441031,"libdem"
"same",11,12,26029,23575,0.19878471441031,"libdem"
"environment",11,12,26029,23575,0.19878471441031,"libdem"
"teachers",10,11,26030,23576,0.19802908215996,"libdem"
"three",4,4,26036,23583,0.019572676321582,"libdem"
"majority",4,4,26036,23583,0.019572676321582,"libdem"
"recent",4,4,26036,23583,0.019572676321582,"libdem"
"week",4,4,26036,23583,0.019572676321582,"libdem"
"animal",4,4,26036,23583,0.019572676321582,"libdem"
"unfair",4,4,26036,23583,0.019572676321582,"libdem"
"status",4,4,26036,23583,0.019572676321582,"libdem"
"wider",4,4,26036,23583,0.019572676321582,"libdem"
"direct",4,4,26036,23583,0.019572676321582,"libdem"
"average",4,4,26036,23583,0.019572676321582,"libdem"
"stronger",4,4,26036,23583,0.019572676321582,"libdem"
"ongoing",4,4,26036,23583,0.019572676321582,"libdem"
"products",4,4,26036,23583,0.019572676321582,"libdem"
"empower",4,4,26036,23583,0.019572676321582,"libdem"
"special",4,4,26036,23583,0.019572676321582,"libdem"
"cities",4,4,26036,23583,0.019572676321582,"libdem"
"police",15,16,26025,23571,0.2071632569786,"libdem"
"business",15,16,26025,23571,0.2071632569786,"libdem"
"labour",338,9,25702,23578,367.81784159385,"labour"
"will",666,211,25374,23376,208.600949337509,"labour"
"our",261,102,25779,23485,57.6241504968366,"labour"
"workers",61,8,25979,23579,41.1200976738745,"labour"
"we",422,233,25618,23354,38.7241009953753,"labour"
"cent",20,0,26020,23587,25.8033526306144,"labour"
"trade",47,11,25993,23576,20.6635622718431,"labour"
"unions",15,0,26025,23587,19.3511446270512,"labour"
"few",14,0,26026,23587,18.060812643969,"labour"
"women",34,7,26006,23580,16.8019902242396,"labour"
"potential",12,0,26028,23587,15.4802582783052,"labour"
"back",34,8,26006,23579,14.8656158620238,"labour"
"workplace",11,0,26029,23587,14.1900358914475,"labour"
"trading",11,0,26029,23587,14.1900358914475,"labour"
"south",11,0,26029,23587,14.1900358914475,"labour"
"face",11,0,26029,23587,14.1900358914475,"labour"
"security",46,15,25994,23572,13.6118340196814,"labour"
"legislate",10,0,26030,23587,12.8998500323966,"labour"
"lgbt",10,0,26030,23587,12.8998500323966,"labour"
"service",39,12,26001,23575,12.5159091874226,"labour"
".",1138,891,24902,22696,11.1220801301792,"labour"
"committed",16,2,26024,23585,11.0577141396501,"labour"
"upgrade",8,0,26032,23587,10.3195878891015,"labour"
"privatisation",8,0,26032,23587,10.3195878891015,"labour"
"publicly",8,0,26032,23587,10.3195878891015,"labour"
"disabilities",20,4,26020,23583,10.1242603593707,"labour"
"industrial",15,2,26025,23585,10.0102227560481,"labour"
"chapter",12,1,26028,23586,9.91655180985901,"labour"
"held",12,1,26028,23586,9.91655180985901,"labour"
"pay",44,17,25996,23570,9.86480926844179,"labour"
"conservatives",50,21,25990,23566,9.51621815711142,"labour"
"country",46,19,25994,23568,9.06159591953118,"labour"
"fe",7,0,26033,23587,9.02951160059673,"labour"
"beyond",7,0,26033,23587,9.02951160059673,"labour"
"regulations",7,0,26033,23587,9.02951160059673,"labour"
"seven",7,0,26033,23587,9.02951160059673,"labour"
"sector",34,12,26006,23575,8.90856123624329,"labour"
"arrangements",16,3,26024,23584,8.52864617231042,"labour"
"per",26,8,26014,23579,8.34124509372887,"labour"
"ownership",18,4,26022,23583,8.30839832443015,"labour"
"industry",24,7,26016,23580,8.2559643058104,"labour"
"range",13,2,26027,23585,7.96468150118325,"labour"
"growing",13,2,26027,23585,7.96468150118325,"labour"
"been",39,16,26001,23571,7.78746898156247,"labour"
"negotiating",6,0,26034,23587,7.73947183133021,"labour"
"ten",6,0,26034,23587,7.73947183133021,"labour"
"profit",6,0,26034,23587,7.73947183133021,"labour"
"manufacturing",6,0,26034,23587,7.73947183133021,"labour"
"recognises",6,0,26034,23587,7.73947183133021,"labour"
"reintroduce",6,0,26034,23587,7.73947183133021,"labour"
"suppliers",6,0,26034,23587,7.73947183133021,"labour"
"probation",6,0,26034,23587,7.73947183133021,"labour"
"insecure",6,0,26034,23587,7.73947183133021,"labour"
"agreements",6,0,26034,23587,7.73947183133021,"labour"
"railways",6,0,26034,23587,7.73947183133021,"labour"
"disability",6,0,26034,23587,7.73947183133021,"labour"
"economies",10,1,26030,23586,7.68515374130665,"labour"
"age",15,3,26025,23584,7.59236344168152,"labour"
"plans",17,4,26023,23583,7.42991396881827,"labour"
"regional",17,4,26023,23583,7.42991396881827,"labour"
"private",26,9,26014,23578,7.02538285419076,"labour"
"officers",12,2,26028,23585,6.97148031236395,"labour"
"also",50,24,25990,23563,6.95175876881203,"labour"
"consult",14,3,26026,23584,6.67838118203089,"labour"
"east",9,1,26031,23586,6.59537939051939,"labour"
"dignity",9,1,26031,23586,6.59537939051939,"labour"
"contributions",9,1,26031,23586,6.59537939051939,"labour"
"times",5,0,26035,23587,6.44946857916331,"labour"
"hands",5,0,26035,23587,6.44946857916331,"labour"
"principles",5,0,26035,23587,6.44946857916331,"labour"
"options",5,0,26035,23587,6.44946857916331,"labour"
"punitive",5,0,26035,23587,6.44946857916331,"labour"
"assessments",5,0,26035,23587,6.44946857916331,"labour"
"unlike",5,0,26035,23587,6.44946857916331,"labour"
"missions",5,0,26035,23587,6.44946857916331,"labour"
"centre",5,0,26035,23587,6.44946857916331,"labour"
"delivers",5,0,26035,23587,6.44946857916331,"labour"
"assets",5,0,26035,23587,6.44946857916331,"labour"
"co-operative",5,0,26035,23587,6.44946857916331,"labour"
"transformation",5,0,26035,23587,6.44946857916331,"labour"
"fares",5,0,26035,23587,6.44946857916331,"labour"
"fallen",5,0,26035,23587,6.44946857916331,"labour"
"strategy",31,13,26009,23574,5.91596367923757,"labour"
"lives",15,4,26025,23583,5.74297642478078,"labour"
"communities",43,21,25997,23566,5.70605094682817,"labour"
"region",8,1,26032,23586,5.52798863124459,"labour"
"owned",8,1,26032,23586,5.52798863124459,"labour"
"nation",8,1,26032,23586,5.52798863124459,"labour"
"institute",4,0,26036,23587,5.15950184195433,"labour"
"lowest",4,0,26036,23587,5.15950184195433,"labour"
"below",4,0,26036,23587,5.15950184195433,"labour"
"migrant",4,0,26036,23587,5.15950184195433,"labour"
"networks",4,0,26036,23587,5.15950184195433,"labour"
"annually",4,0,26036,23587,5.15950184195433,"labour"
"fulfil",4,0,26036,23587,5.15950184195433,"labour"
"broad",4,0,26036,23587,5.15950184195433,"labour"
"staffing",4,0,26036,23587,5.15950184195433,"labour"
"largest",4,0,26036,23587,5.15950184195433,"labour"
"ground",4,0,26036,23587,5.15950184195433,"labour"
"secretary",4,0,26036,23587,5.15950184195433,"labour"
"proposal",4,0,26036,23587,5.15950184195433,"labour"
"uc",4,0,26036,23587,5.15950184195433,"labour"
"privatised",4,0,26036,23587,5.15950184195433,"labour"
"size",4,0,26036,23587,5.15950184195433,"labour"
"wars",4,0,26036,23587,5.15950184195433,"labour"
"rebuild",4,0,26036,23587,5.15950184195433,"labour"
"blacklisting",4,0,26036,23587,5.15950184195433,"labour"
"condition",4,0,26036,23587,5.15950184195433,"labour"
"believes",4,0,26036,23587,5.15950184195433,"labour"
"previous",4,0,26036,23587,5.15950184195433,"labour"
"world-leading",4,0,26036,23587,5.15950184195433,"labour"
"dumping",4,0,26036,23587,5.15950184195433,"labour"
"narrow",4,0,26036,23587,5.15950184195433,"labour"
"developed",4,0,26036,23587,5.15950184195433,"labour"
"partner",4,0,26036,23587,5.15950184195433,"labour"
"withdrawal",4,0,26036,23587,5.15950184195433,"labour"
"guarantee",18,6,26022,23581,5.15279222414539,"labour"
"law",26,10,26014,23577,5.8750962188372,"labour"
"society",23,9,26017,23578,5.03335975737596,"labour"
"so",40,20,26000,23567,4.96983905872854,"labour"
"protections",14,4,26026,23583,4.94020281811836,"labour"
"immediately",7,1,26033,23586,4.48860779495602,"labour"
"renters",7,1,26033,23586,4.48860779495602,"labour"
"inquiry",7,1,26033,23586,4.48860779495602,"labour"
"adult",7,1,26033,23586,4.48860779495602,"labour"
"through",33,16,26007,23571,4.46458515690528,"labour"
"banks",9,2,26031,23585,4.15335661774145,"labour"
"measures",9,2,26031,23585,4.15335661774145,"labour"
"export",9,2,26031,23585,4.15335661774145,"labour"
"whole",11,3,26029,23584,4.10370647867574,"labour"
"have",111,72,25929,23515,4.9828199771984,"labour"
"government",110,73,25930,23514,4.3354811586408,"labour"
"public",75,47,25965,23540,4.02181055368066,"labour"
"patients",18,7,26022,23580,3.98445556635964,"labour"
"global",18,7,26022,23580,3.98445556635964,"labour"
"jobs",32,16,26008,23571,3.97493141879308,"labour"
"wild",3,0,26037,23587,3.86957161758023,"labour"
"''",3,0,26037,23587,3.86957161758023,"labour"
"nes",3,0,26037,23587,3.86957161758023,"labour"
"structures",3,0,26037,23587,3.86957161758023,"labour"
"capabilities",3,0,26037,23587,3.86957161758023,"labour"
"rolling",3,0,26037,23587,3.86957161758023,"labour"
"steel",3,0,26037,23587,3.86957161758023,"labour"
"embed",3,0,26037,23587,3.86957161758023,"labour"
"safeguards",3,0,26037,23587,3.86957161758023,"labour"
"killed",3,0,26037,23587,3.86957161758023,"labour"
"white",3,0,26037,23587,3.86957161758023,"labour"
"cleaner",3,0,26037,23587,3.86957161758023,"labour"
"e",3,0,26037,23587,3.86957161758023,"labour"
"weaken",3,0,26037,23587,3.86957161758023,"labour"
"multinational",3,0,26037,23587,3.86957161758023,"labour"
"owners",3,0,26037,23587,3.86957161758023,"labour"
"achievements",3,0,26037,23587,3.86957161758023,"labour"
"classroom",3,0,26037,23587,3.86957161758023,"labour"
"wto",3,0,26037,23587,3.86957161758023,"labour"
"refocus",3,0,26037,23587,3.86957161758023,"labour"
"8",3,0,26037,23587,3.86957161758023,"labour"
"amend",3,0,26037,23587,3.86957161758023,"labour"
"recorded",3,0,26037,23587,3.86957161758023,"labour"
"resourced",3,0,26037,23587,3.86957161758023,"labour"
"sanctions",3,0,26037,23587,3.86957161758023,"labour"
"estimated",3,0,26037,23587,3.86957161758023,"labour"
"lending",3,0,26037,23587,3.86957161758023,"labour"
"consequences",3,0,26037,23587,3.86957161758023,"labour"
"insulate",3,0,26037,23587,3.86957161758023,"labour"
"medicines",3,0,26037,23587,3.86957161758023,"labour"
"devastating",3,0,26037,23587,3.86957161758023,"labour"
"guaranteeing",3,0,26037,23587,3.86957161758023,"labour"
"class",3,0,26037,23587,3.86957161758023,"labour"
"africa",3,0,26037,23587,3.86957161758023,"labour"
"main",3,0,26037,23587,3.86957161758023,"labour"
"kinds",3,0,26037,23587,3.86957161758023,"labour"
"equipment",3,0,26037,23587,3.86957161758023,"labour"
"understands",3,0,26037,23587,3.86957161758023,"labour"
"abuses",3,0,26037,23587,3.86957161758023,"labour"
"fans",3,0,26037,23587,3.86957161758023,"labour"
"founded",3,0,26037,23587,3.86957161758023,"labour"
"consistency",3,0,26037,23587,3.86957161758023,"labour"
"meaningful",3,0,26037,23587,3.86957161758023,"labour"
"certain",3,0,26037,23587,3.86957161758023,"labour"
"undercut",3,0,26037,23587,3.86957161758023,"labour"
"excellence",3,0,26037,23587,3.86957161758023,"labour"
"sdgs",3,0,26037,23587,3.86957161758023,"labour"
"sea",3,0,26037,23587,3.86957161758023,"labour"
"promise",3,0,26037,23587,3.86957161758023,"labour"
"firm",3,0,26037,23587,3.86957161758023,"labour"
"link",3,0,26037,23587,3.86957161758023,"labour"
"loneliness",3,0,26037,23587,3.86957161758023,"labour"
"ratios",3,0,26037,23587,3.86957161758023,"labour"
"sovereignty",3,0,26037,23587,3.86957161758023,"labour"
"joint",3,0,26037,23587,3.86957161758023,"labour"
"richer",3,0,26037,23587,3.86957161758023,"labour"
"rigged",3,0,26037,23587,3.86957161758023,"labour"
"private-sector",3,0,26037,23587,3.86957161758023,"labour"
"ca",3,0,26037,23587,3.86957161758023,"labour"
"``",3,0,26037,23587,3.86957161758023,"labour"
"ring-fence",3,0,26037,23587,3.86957161758023,"labour"
"internal",3,0,26037,23587,3.86957161758023,"labour"
"assess",3,0,26037,23587,3.86957161758023,"labour"
"faster",3,0,26037,23587,3.86957161758023,"labour"
"fear",3,0,26037,23587,3.86957161758023,"labour"
"leaves",3,0,26037,23587,3.86957161758023,"labour"
"upgrading",3,0,26037,23587,3.86957161758023,"labour"
"corners",3,0,26037,23587,3.86957161758023,"labour"
"repeated",3,0,26037,23587,3.86957161758023,"labour"
"affordability",3,0,26037,23587,3.86957161758023,"labour"
"whilst",3,0,26037,23587,3.86957161758023,"labour"
"deeply",3,0,26037,23587,3.86957161758023,"labour"
"compliance",3,0,26037,23587,3.86957161758023,"labour"
"full-time",3,0,26037,23587,3.86957161758023,"labour"
"fostering",3,0,26037,23587,3.86957161758023,"labour"
"wi-fi",3,0,26037,23587,3.86957161758023,"labour"
"negotiate",3,0,26037,23587,3.86957161758023,"labour"
"gets",3,0,26037,23587,3.86957161758023,"labour"
"deliver",33,17,26007,23570,3.75417075858772,"labour"
"us",27,13,26013,23574,3.72092847004477,"labour"
"21st",6,1,26034,23586,3.48530245608091,"labour"
"personnel",6,1,26034,23586,3.48530245608091,"labour"
"manifesto",6,1,26034,23586,3.48530245608091,"labour"
"practices",6,1,26034,23586,3.48530245608091,"labour"
"alongside",6,1,26034,23586,3.48530245608091,"labour"
"century",6,1,26034,23586,3.48530245608091,"labour"
"consumer",6,1,26034,23586,3.48530245608091,"labour"
"2010",6,1,26034,23586,3.48530245608091,"labour"
