"Token","Freq2001","Freq2017","c","d","GStat","Association"
"nature",1,1,33908,26039,0.0347606842084379,"2017"
"gulf",1,1,33908,26039,0.0347606842084379,"2017"
"strike",1,1,33908,26039,0.0347606842084379,"2017"
"centralised",1,1,33908,26039,0.0347606842084379,"2017"
"excess",1,1,33908,26039,0.0347606842084379,"2017"
"happened",1,1,33908,26039,0.0347606842084379,"2017"
"designate",1,1,33908,26039,0.0347606842084379,"2017"
"lord",1,1,33908,26039,0.0347606842084379,"2017"
"closer",1,1,33908,26039,0.0347606842084379,"2017"
"leasehold",1,1,33908,26039,0.0347606842084379,"2017"
"surplus",1,1,33908,26039,0.0347606842084379,"2017"
"breach",1,1,33908,26039,0.0347606842084379,"2017"
"emphasis",1,1,33908,26039,0.0347606842084379,"2017"
"trials",1,1,33908,26039,0.0347606842084379,"2017"
"embodied",1,1,33908,26039,0.0347606842084379,"2017"
"deregulate",1,1,33908,26039,0.0347606842084379,"2017"
"under-fives",1,1,33908,26039,0.0347606842084379,"2017"
"graduates",1,1,33908,26039,0.0347606842084379,"2017"
"closest",1,1,33908,26039,0.0347606842084379,"2017"
"sort",1,1,33908,26039,0.0347606842084379,"2017"
"sponsorship",1,1,33908,26039,0.0347606842084379,"2017"
"complex",1,1,33908,26039,0.0347606842084379,"2017"
"consent",1,1,33908,26039,0.0347606842084379,"2017"
"payers",1,1,33908,26039,0.0347606842084379,"2017"
"creativity",1,1,33908,26039,0.0347606842084379,"2017"
"tobacco",1,1,33908,26039,0.0347606842084379,"2017"
"peninsula",1,1,33908,26039,0.0347606842084379,"2017"
"empowering",1,1,33908,26039,0.0347606842084379,"2017"
"bold",1,1,33908,26039,0.0347606842084379,"2017"
"attempt",1,1,33908,26039,0.0347606842084379,"2017"
"belongs",1,1,33908,26039,0.0347606842084379,"2017"
"44,000",1,1,33908,26039,0.0347606842084379,"2017"
"hope",1,1,33908,26039,0.0347606842084379,"2017"
"holiday",1,1,33908,26039,0.0347606842084379,"2017"
"realise",1,1,33908,26039,0.0347606842084379,"2017"
"signatories",1,1,33908,26039,0.0347606842084379,"2017"
"root",1,1,33908,26039,0.0347606842084379,"2017"
"penalised",1,1,33908,26039,0.0347606842084379,"2017"
"spirit",1,1,33908,26039,0.0347606842084379,"2017"
"significance",1,1,33908,26039,0.0347606842084379,"2017"
"sufficient",1,1,33908,26039,0.0347606842084379,"2017"
"sake",1,1,33908,26039,0.0347606842084379,"2017"
"discussions",1,1,33908,26039,0.0347606842084379,"2017"
"prisoners",1,1,33908,26039,0.0347606842084379,"2017"
"schooling",1,1,33908,26039,0.0347606842084379,"2017"
"travel",1,1,33908,26039,0.0347606842084379,"2017"
"transferring",1,1,33908,26039,0.0347606842084379,"2017"
"players",1,1,33908,26039,0.0347606842084379,"2017"
"upon",1,1,33908,26039,0.0347606842084379,"2017"
"ethical",1,1,33908,26039,0.0347606842084379,"2017"
"educated",1,1,33908,26039,0.0347606842084379,"2017"
"town",1,1,33908,26039,0.0347606842084379,"2017"
"languages",1,1,33908,26039,0.0347606842084379,"2017"
"complaints",1,1,33908,26039,0.0347606842084379,"2017"
"addressing",1,1,33908,26039,0.0347606842084379,"2017"
"hundreds",1,1,33908,26039,0.0347606842084379,"2017"
"restrictions",1,1,33908,26039,0.0347606842084379,"2017"
"traders",1,1,33908,26039,0.0347606842084379,"2017"
"marginalised",1,1,33908,26039,0.0347606842084379,"2017"
"patterns",1,1,33908,26039,0.0347606842084379,"2017"
"professionals",1,1,33908,26039,0.0347606842084379,"2017"
"spends",1,1,33908,26039,0.0347606842084379,"2017"
"contained",1,1,33908,26039,0.0347606842084379,"2017"
"distress",1,1,33908,26039,0.0347606842084379,"2017"
"advertising",1,1,33908,26039,0.0347606842084379,"2017"
"treaties",1,1,33908,26039,0.0347606842084379,"2017"
"fifth",1,1,33908,26039,0.0347606842084379,"2017"
"unit",1,1,33908,26039,0.0347606842084379,"2017"
"constitution",1,1,33908,26039,0.0347606842084379,"2017"
"holidays",1,1,33908,26039,0.0347606842084379,"2017"
"art",1,1,33908,26039,0.0347606842084379,"2017"
"facilitate",1,1,33908,26039,0.0347606842084379,"2017"
"non-proliferation",1,1,33908,26039,0.0347606842084379,"2017"
"mixed",1,1,33908,26039,0.0347606842084379,"2017"
"1993",1,1,33908,26039,0.0347606842084379,"2017"
"scrutinise",1,1,33908,26039,0.0347606842084379,"2017"
"s4c",1,1,33908,26039,0.0347606842084379,"2017"
"costly",1,1,33908,26039,0.0347606842084379,"2017"
"section",1,1,33908,26039,0.0347606842084379,"2017"
"forgotten",1,1,33908,26039,0.0347606842084379,"2017"
"turning",1,1,33908,26039,0.0347606842084379,"2017"
"scrapped",1,1,33908,26039,0.0347606842084379,"2017"
"advise",1,1,33908,26039,0.0347606842084379,"2017"
"parental",1,1,33908,26039,0.0347606842084379,"2017"
"illnesses",1,1,33908,26039,0.0347606842084379,"2017"
"invaluable",1,1,33908,26039,0.0347606842084379,"2017"
"reclaim",1,1,33908,26039,0.0347606842084379,"2017"
"rebuilding",1,1,33908,26039,0.0347606842084379,"2017"
"soon",1,1,33908,26039,0.0347606842084379,"2017"
"friends",1,1,33908,26039,0.0347606842084379,"2017"
"academic",1,1,33908,26039,0.0347606842084379,"2017"
"lift",1,1,33908,26039,0.0347606842084379,"2017"
"appeal",1,1,33908,26039,0.0347606842084379,"2017"
"ambassadors",1,1,33908,26039,0.0347606842084379,"2017"
"merits",1,1,33908,26039,0.0347606842084379,"2017"
"shifting",1,1,33908,26039,0.0347606842084379,"2017"
"communications",1,1,33908,26039,0.0347606842084379,"2017"
"deployed",1,1,33908,26039,0.0347606842084379,"2017"
"landscape",1,1,33908,26039,0.0347606842084379,"2017"
"add",1,1,33908,26039,0.0347606842084379,"2017"
"indicators",1,1,33908,26039,0.0347606842084379,"2017"
"starts",1,1,33908,26039,0.0347606842084379,"2017"
"allocates",1,1,33908,26039,0.0347606842084379,"2017"
"cycling",1,1,33908,26039,0.0347606842084379,"2017"
"malaria",1,1,33908,26039,0.0347606842084379,"2017"
"contributes",1,1,33908,26039,0.0347606842084379,"2017"
"affecting",1,1,33908,26039,0.0347606842084379,"2017"
"r&d",1,1,33908,26039,0.0347606842084379,"2017"
"maintains",1,1,33908,26039,0.0347606842084379,"2017"
"jobcentre",1,1,33908,26039,0.0347606842084379,"2017"
"overcrowding",1,1,33908,26039,0.0347606842084379,"2017"
"resort",1,1,33908,26039,0.0347606842084379,"2017"
"timely",1,1,33908,26039,0.0347606842084379,"2017"
"low-income",1,1,33908,26039,0.0347606842084379,"2017"
"cruel",1,1,33908,26039,0.0347606842084379,"2017"
"gcse",1,1,33908,26039,0.0347606842084379,"2017"
"advantage",1,1,33908,26039,0.0347606842084379,"2017"
"exploring",1,1,33908,26039,0.0347606842084379,"2017"
"cabinet",1,1,33908,26039,0.0347606842084379,"2017"
"sub-standard",1,1,33908,26039,0.0347606842084379,"2017"
"globalisation",1,1,33908,26039,0.0347606842084379,"2017"
"woman",1,1,33908,26039,0.0347606842084379,"2017"
"encouraging",1,1,33908,26039,0.0347606842084379,"2017"
"parcel",1,1,33908,26039,0.0347606842084379,"2017"
"apply",1,1,33908,26039,0.0347606842084379,"2017"
"departments",1,1,33908,26039,0.0347606842084379,"2017"
"norm",1,1,33908,26039,0.0347606842084379,"2017"
"won",1,1,33908,26039,0.0347606842084379,"2017"
"illegal",1,1,33908,26039,0.0347606842084379,"2017"
"shut",1,1,33908,26039,0.0347606842084379,"2017"
"brownfield",1,1,33908,26039,0.0347606842084379,"2017"
"injustice",1,1,33908,26039,0.0347606842084379,"2017"
"combating",1,1,33908,26039,0.0347606842084379,"2017"
"instruments",1,1,33908,26039,0.0347606842084379,"2017"
"disasters",1,1,33908,26039,0.0347606842084379,"2017"
"exercise",1,1,33908,26039,0.0347606842084379,"2017"
"release",1,1,33908,26039,0.0347606842084379,"2017"
"convicted",1,1,33908,26039,0.0347606842084379,"2017"
"9,000",1,1,33908,26039,0.0347606842084379,"2017"
"airports",1,1,33908,26039,0.0347606842084379,"2017"
"ministers",1,1,33908,26039,0.0347606842084379,"2017"
"aviation",1,1,33908,26039,0.0347606842084379,"2017"
"charged",1,1,33908,26039,0.0347606842084379,"2017"
"substantially",1,1,33908,26039,0.0347606842084379,"2017"
"advanced",1,1,33908,26039,0.0347606842084379,"2017"
"generate",1,1,33908,26039,0.0347606842084379,"2017"
"taskforce",1,1,33908,26039,0.0347606842084379,"2017"
"terminal",1,1,33908,26039,0.0347606842084379,"2017"
"considered",1,1,33908,26039,0.0347606842084379,"2017"
"babies",1,1,33908,26039,0.0347606842084379,"2017"
"sabbaticals",1,1,33908,26039,0.0347606842084379,"2017"
"auditing",1,1,33908,26039,0.0347606842084379,"2017"
"underpinned",1,1,33908,26039,0.0347606842084379,"2017"
"20th",1,1,33908,26039,0.0347606842084379,"2017"
"short",1,1,33908,26039,0.0347606842084379,"2017"
"income-related",1,1,33908,26039,0.0347606842084379,"2017"
"stopped",1,1,33908,26039,0.0347606842084379,"2017"
"stalled",1,1,33908,26039,0.0347606842084379,"2017"
"stocks",1,1,33908,26039,0.0347606842084379,"2017"
"restrict",1,1,33908,26039,0.0347606842084379,"2017"
"vast",1,1,33908,26039,0.0347606842084379,"2017"
"faith",1,1,33908,26039,0.0347606842084379,"2017"
"matters",1,1,33908,26039,0.0347606842084379,"2017"
"impede",1,1,33908,26039,0.0347606842084379,"2017"
"widen",1,1,33908,26039,0.0347606842084379,"2017"
"draw",1,1,33908,26039,0.0347606842084379,"2017"
"labelling",1,1,33908,26039,0.0347606842084379,"2017"
"societies",1,1,33908,26039,0.0347606842084379,"2017"
"decommissioning",1,1,33908,26039,0.0347606842084379,"2017"
"illness",1,1,33908,26039,0.0347606842084379,"2017"
"efficiently",1,1,33908,26039,0.0347606842084379,"2017"
"trident",1,1,33908,26039,0.0347606842084379,"2017"
"returned",1,1,33908,26039,0.0347606842084379,"2017"
"occupation",1,1,33908,26039,0.0347606842084379,"2017"
"associations",1,1,33908,26039,0.0347606842084379,"2017"
"informal",1,1,33908,26039,0.0347606842084379,"2017"
"phone",1,1,33908,26039,0.0347606842084379,"2017"
"successor",1,1,33908,26039,0.0347606842084379,"2017"
"refuse",1,1,33908,26039,0.0347606842084379,"2017"
"park",1,1,33908,26039,0.0347606842084379,"2017"
"disproportionately",1,1,33908,26039,0.0347606842084379,"2017"
"binding",1,1,33908,26039,0.0347606842084379,"2017"
"regulator",1,1,33908,26039,0.0347606842084379,"2017"
"updating",1,1,33908,26039,0.0347606842084379,"2017"
"hit",1,1,33908,26039,0.0347606842084379,"2017"
"television",1,1,33908,26039,0.0347606842084379,"2017"
"excessive",1,1,33908,26039,0.0347606842084379,"2017"
"profound",1,1,33908,26039,0.0347606842084379,"2017"
"happens",1,1,33908,26039,0.0347606842084379,"2017"
"fish",1,1,33908,26039,0.0347606842084379,"2017"
"inward",1,1,33908,26039,0.0347606842084379,"2017"
"implementing",1,1,33908,26039,0.0347606842084379,"2017"
"rely",1,1,33908,26039,0.0347606842084379,"2017"
"near",1,1,33908,26039,0.0347606842084379,"2017"
"source",1,1,33908,26039,0.0347606842084379,"2017"
"smokers",1,1,33908,26039,0.0347606842084379,"2017"
"sustaining",1,1,33908,26039,0.0347606842084379,"2017"
"arrive",1,1,33908,26039,0.0347606842084379,"2017"
"claiming",1,1,33908,26039,0.0347606842084379,"2017"
"afford",1,1,33908,26039,0.0347606842084379,"2017"
"takes",1,1,33908,26039,0.0347606842084379,"2017"
"bureaucracy",1,1,33908,26039,0.0347606842084379,"2017"
"conciliation",1,1,33908,26039,0.0347606842084379,"2017"
"drawn",1,1,33908,26039,0.0347606842084379,"2017"
"strict",1,1,33908,26039,0.0347606842084379,"2017"
"2012",1,1,33908,26039,0.0347606842084379,"2017"
"elite",1,1,33908,26039,0.0347606842084379,"2017"
"applications",1,1,33908,26039,0.0347606842084379,"2017"
"minorities",1,1,33908,26039,0.0347606842084379,"2017"
"hybrid",1,1,33908,26039,0.0347606842084379,"2017"
"fresh",1,1,33908,26039,0.0347606842084379,"2017"
"winning",1,1,33908,26039,0.0347606842084379,"2017"
"debate",1,1,33908,26039,0.0347606842084379,"2017"
"shops",1,1,33908,26039,0.0347606842084379,"2017"
"slash",1,1,33908,26039,0.0347606842084379,"2017"
"connections",1,1,33908,26039,0.0347606842084379,"2017"
"unable",1,1,33908,26039,0.0347606842084379,"2017"
"addressed",1,1,33908,26039,0.0347606842084379,"2017"
"acceptable",1,1,33908,26039,0.0347606842084379,"2017"
"phase",1,1,33908,26039,0.0347606842084379,"2017"
"claim",1,1,33908,26039,0.0347606842084379,"2017"
"placed",1,1,33908,26039,0.0347606842084379,"2017"
"five-year",1,1,33908,26039,0.0347606842084379,"2017"
"homeless",1,1,33908,26039,0.0347606842084379,"2017"
"odds",1,1,33908,26039,0.0347606842084379,"2017"
"trend",1,1,33908,26039,0.0347606842084379,"2017"
"follows",1,1,33908,26039,0.0347606842084379,"2017"
"preventative",1,1,33908,26039,0.0347606842084379,"2017"
"modes",1,1,33908,26039,0.0347606842084379,"2017"
"earlier",1,1,33908,26039,0.0347606842084379,"2017"
"200,000",1,1,33908,26039,0.0347606842084379,"2017"
"compromise",1,1,33908,26039,0.0347606842084379,"2017"
"moving",1,1,33908,26039,0.0347606842084379,"2017"
"investigate",1,1,33908,26039,0.0347606842084379,"2017"
"payroll",1,1,33908,26039,0.0347606842084379,"2017"
"ratio",1,1,33908,26039,0.0347606842084379,"2017"
"smooth",1,1,33908,26039,0.0347606842084379,"2017"
"obliged",1,1,33908,26039,0.0347606842084379,"2017"
"forefront",1,1,33908,26039,0.0347606842084379,"2017"
"chamber",1,1,33908,26039,0.0347606842084379,"2017"
"remit",1,1,33908,26039,0.0347606842084379,"2017"
"bullying",1,1,33908,26039,0.0347606842084379,"2017"
"litigation",1,1,33908,26039,0.0347606842084379,"2017"
"socially",1,1,33908,26039,0.0347606842084379,"2017"
"constructively",1,1,33908,26039,0.0347606842084379,"2017"
"coalition",1,1,33908,26039,0.0347606842084379,"2017"
"advocate",1,1,33908,26039,0.0347606842084379,"2017"
"transferred",1,1,33908,26039,0.0347606842084379,"2017"
"mobile",1,1,33908,26039,0.0347606842084379,"2017"
"selling",1,1,33908,26039,0.0347606842084379,"2017"
"elections",1,1,33908,26039,0.0347606842084379,"2017"
"fisheries",1,1,33908,26039,0.0347606842084379,"2017"
"renewables",1,1,33908,26039,0.0347606842084379,"2017"
"happen",1,1,33908,26039,0.0347606842084379,"2017"
"walking",1,1,33908,26039,0.0347606842084379,"2017"
"slowly",1,1,33908,26039,0.0347606842084379,"2017"
"lawful",1,1,33908,26039,0.0347606842084379,"2017"
"13",1,1,33908,26039,0.0347606842084379,"2017"
"vacancies",1,1,33908,26039,0.0347606842084379,"2017"
"cold",1,1,33908,26039,0.0347606842084379,"2017"
"five-",1,1,33908,26039,0.0347606842084379,"2017"
"present",1,1,33908,26039,0.0347606842084379,"2017"
"0.7",1,1,33908,26039,0.0347606842084379,"2017"
"enterprises",1,1,33908,26039,0.0347606842084379,"2017"
"exit",1,1,33908,26039,0.0347606842084379,"2017"
"structural",1,1,33908,26039,0.0347606842084379,"2017"
"mayors",1,1,33908,26039,0.0347606842084379,"2017"
"outstanding",1,1,33908,26039,0.0347606842084379,"2017"
"endeavour",1,1,33908,26039,0.0347606842084379,"2017"
"chosen",1,1,33908,26039,0.0347606842084379,"2017"
"foods",1,1,33908,26039,0.0347606842084379,"2017"
"can",46,40,33863,26000,0.329799532331343,"2017"
"important",14,11,33895,26029,0.00322434564966556,"2017"
"own",14,11,33895,26029,0.00322434564966556,"2017"
"peace",9,9,33900,26031,0.312930409876494,"2017"
"increasing",9,9,33900,26031,0.312930409876494,"2017"
"nuclear",9,9,33900,26031,0.312930409876494,"2017"
"from",92,77,33817,25963,0.310472046680029,"2017"
"about",16,15,33893,26025,0.307149448087276,"2017"
"wage",8,8,33901,26032,0.278151000786734,"2017"
"centres",8,8,33901,26032,0.278151000786734,"2017"
"changes",8,8,33901,26032,0.278151000786734,"2017"
"this",70,59,33839,25981,0.277198781388522,"2017"
"farming",7,7,33902,26033,0.243373933138664,"2017"
"extending",7,7,33902,26033,0.243373933138664,"2017"
"properly",7,7,33902,26033,0.243373933138664,"2017"
"rise",7,7,33902,26033,0.243373933138664,"2017"
"seven",7,7,33902,26033,0.243373933138664,"2017"
"receive",7,7,33902,26033,0.243373933138664,"2017"
"bill",7,7,33902,26033,0.243373933138664,"2017"
"action",14,13,33895,26027,0.242362210377757,"2017"
"international",30,24,33879,26016,0.0222923402073341,"2017"
"provide",25,22,33884,26018,0.216498867221332,"2017"
"allow",6,6,33903,26034,0.208599206685256,"2017"
"wealth",6,6,33903,26034,0.208599206685256,"2017"
"universal",6,6,33903,26034,0.208599206685256,"2017"
"encourage",11,9,33898,26031,0.0198431580604888,"2017"
"forces",11,9,33898,26031,0.0198431580604888,"2017"
"control",11,9,33898,26031,0.0198431580604888,"2017"
"four",11,9,33898,26031,0.0198431580604888,"2017"
"those",35,30,33874,26010,0.194658538892443,"2017"
"created",6,5,33903,26035,0.0181687512866753,"2017"
"common",6,5,33903,26035,0.0181687512866753,"2017"
"balance",6,5,33903,26035,0.0181687512866753,"2017"
"spent",6,5,33903,26035,0.0181687512866753,"2017"
"recruit",6,5,33903,26035,0.0181687512866753,"2017"
"controls",6,5,33903,26035,0.0181687512866753,"2017"
"maximum",6,5,33903,26035,0.0181687512866753,"2017"
"proper",6,5,33903,26035,0.0181687512866753,"2017"
"historic",6,5,33903,26035,0.0181687512866753,"2017"
"large",6,5,33903,26035,0.0181687512866753,"2017"
"supports",6,5,33903,26035,0.0181687512866753,"2017"
"interests",6,5,33903,26035,0.0181687512866753,"2017"
"financial",12,11,33897,26029,0.179248953630462,"2017"
"home",12,11,33897,26029,0.179248953630462,"2017"
"particular",5,5,33904,26035,0.173826821215406,"2017"
"representation",5,5,33904,26035,0.173826821215406,"2017"
"fares",5,5,33904,26035,0.173826821215406,"2017"
"among",5,5,33904,26035,0.173826821215406,"2017"
"not",79,65,33830,25975,0.169704247339501,"2017"
"small",17,15,33892,26025,0.153222663402182,"2017"
"capital",11,10,33898,26030,0.148617698819743,"2017"
"renewable",4,4,33905,26036,0.139056776467094,"2017"
"below",4,4,33905,26036,0.139056776467094,"2017"
"animal",4,4,33905,26036,0.139056776467094,"2017"
"12",4,4,33905,26036,0.139056776467094,"2017"
"deaths",4,4,33905,26036,0.139056776467094,"2017"
"improvements",4,4,33905,26036,0.139056776467094,"2017"
"tory",4,4,33905,26036,0.139056776467094,"2017"
"seen",4,4,33905,26036,0.139056776467094,"2017"
"fulfil",4,4,33905,26036,0.139056776467094,"2017"
"unfair",4,4,33905,26036,0.139056776467094,"2017"
"directly",4,4,33905,26036,0.139056776467094,"2017"
"cities",4,4,33905,26036,0.139056776467094,"2017"
"guaranteed",4,4,33905,26036,0.139056776467094,"2017"
"high",16,14,33893,26026,0.126795464693828,"2017"
"plan",16,14,33893,26026,0.126795464693828,"2017"
"costs",10,9,33899,26031,0.118862538664779,"2017"
"everyone",10,9,33899,26031,0.118862538664779,"2017"
"ireland",10,9,33899,26031,0.118862538664779,"2017"
"safety",10,9,33899,26031,0.118862538664779,"2017"
"sectors",10,9,33899,26031,0.118862538664779,"2017"
"justice",26,22,33883,26018,0.111851867178824,"2017"
"giving",15,12,33894,26028,0.0111411391473577,"2017"
"increase",31,26,33878,26014,0.109678276699086,"2017"
"defence",15,13,33894,26027,0.101566434559315,"2017"
"rules",15,13,33894,26027,0.101566434559315,"2017"
"within",14,12,33895,26028,0.077812519762696,"2017"
"safe",14,12,33895,26028,0.077812519762696,"2017"
"role",13,14,33896,26026,0.77069623540555,"2017"
"independent",10,8,33899,26032,0.0074263087715235,"2017"
"lower",10,8,33899,26032,0.0074263087715235,"2017"
"rail",10,8,33899,26032,0.0074263087715235,"2017"
"leave",10,8,33899,26032,0.0074263087715235,"2017"
"heart",10,8,33899,26032,0.0074263087715235,"2017"
")",28,22,33881,26018,0.0064513854168724,"2017"
"private",28,26,33881,26014,0.48494443126557,"2017"
"training",21,20,33888,26020,0.47324216323072,"2017"
"even",7,6,33902,26034,0.038897784651564,"2017"
"governments",7,6,33902,26034,0.038897784651564,"2017"
"3",7,6,33902,26034,0.038897784651564,"2017"
"curriculum",7,6,33902,26034,0.038897784651564,"2017"
"statutory",7,6,33902,26034,0.038897784651564,"2017"
"'s",115,95,33794,25945,0.27744267804586,"2017"
"no",32,28,33877,26012,0.25371860000723,"2017"
"build",31,27,33878,26013,0.22814228934547,"2017"
"individuals",3,3,33906,26037,0.10428907220266,"2017"
"compensation",3,3,33906,26037,0.10428907220266,"2017"
"reach",3,3,33906,26037,0.10428907220266,"2017"
"offences",3,3,33906,26037,0.10428907220266,"2017"
"alone",3,3,33906,26037,0.10428907220266,"2017"
"increasingly",3,3,33906,26037,0.10428907220266,"2017"
"class",3,3,33906,26037,0.10428907220266,"2017"
"overhaul",3,3,33906,26037,0.10428907220266,"2017"
"rehabilitation",3,3,33906,26037,0.10428907220266,"2017"
"quickly",3,3,33906,26037,0.10428907220266,"2017"
"cases",3,3,33906,26037,0.10428907220266,"2017"
"annual",3,3,33906,26037,0.10428907220266,"2017"
"depend",3,3,33906,26037,0.10428907220266,"2017"
"accountable",3,3,33906,26037,0.10428907220266,"2017"
"military",3,3,33906,26037,0.10428907220266,"2017"
"smaller",3,3,33906,26037,0.10428907220266,"2017"
"authority",3,3,33906,26037,0.10428907220266,"2017"
"cleaner",3,3,33906,26037,0.10428907220266,"2017"
"decision",3,3,33906,26037,0.10428907220266,"2017"
"find",3,3,33906,26037,0.10428907220266,"2017"
"response",3,3,33906,26037,0.10428907220266,"2017"
"gets",3,3,33906,26037,0.10428907220266,"2017"
"grants",3,3,33906,26037,0.10428907220266,"2017"
"almost",3,3,33906,26037,0.10428907220266,"2017"
"account",3,3,33906,26037,0.10428907220266,"2017"
"safer",3,3,33906,26037,0.10428907220266,"2017"
"city",3,3,33906,26037,0.10428907220266,"2017"
"clubs",3,3,33906,26037,0.10428907220266,"2017"
"green",3,3,33906,26037,0.10428907220266,"2017"
"offices",3,3,33906,26037,0.10428907220266,"2017"
"towns",3,3,33906,26037,0.10428907220266,"2017"
"massive",3,3,33906,26037,0.10428907220266,"2017"
"consistently",3,3,33906,26037,0.10428907220266,"2017"
"area",3,3,33906,26037,0.10428907220266,"2017"
"away",3,3,33906,26037,0.10428907220266,"2017"
"11",3,3,33906,26037,0.10428907220266,"2017"
"choose",3,3,33906,26037,0.10428907220266,"2017"
"link",3,3,33906,26037,0.10428907220266,"2017"
"firm",3,3,33906,26037,0.10428907220266,"2017"
";",79,1,33830,26039,81.0242180249049,"2001"
"1997",60,0,33849,26040,68.4238062778052,"2001"
"reform",83,7,33826,26033,57.1376944241366,"2001"
"now",77,8,33832,26032,48.1163320717322,"2001"
"europe",64,6,33845,26034,42.0317816583339,"2001"
"per",114,26,33795,26014,38.9751200105574,"2001"
"&pound;",133,36,33776,26004,36.6441339982524,"2001"
"@",32,0,33877,26040,36.4812027835907,"2001"
"help",85,17,33824,26023,33.3558045938183,"2001"
"cent",92,20,33817,26020,33.1506097665368,"2001"
"ten-year",26,0,33883,26040,29.6389771398242,"2001"
"offer",34,2,33875,26038,26.6471498872216,"2001"
"extra",41,4,33868,26036,26.4156707634319,"2001"
"unemployment",23,0,33886,26040,26.2182106154862,"2001"
"crime",72,16,33837,26024,25.3217724054924,"2001"
"pensioners",37,4,33872,26036,22.6354254340072,"2001"
":",85,25,33824,26015,20.6854744377532,"2001"
"pledged",18,0,33891,26040,20.5174459977023,"2001"
"2004",18,0,33891,26040,20.5174459977023,"2001"
"offenders",18,0,33891,26040,20.5174459977023,"2001"
"stability",23,1,33886,26039,19.5713357078607,"2001"
"over",85,26,33824,26014,19.4186693378013,"2001"
"economic",58,14,33851,26026,18.5318406981917,"2001"
"&bull;",146,60,33763,25980,17.9575584858458,"2001"
"million",68,19,33841,26021,17.8790834249206,"2001"
"primary",31,4,33878,26036,17.1310575496975,"2001"
"reformed",15,0,33894,26040,17.0972949285954,"2001"
"goal",15,0,33894,26040,17.0972949285954,"2001"
"pensioner",15,0,33894,26040,17.0972949285954,"2001"
"...",15,0,33894,26040,17.0972949285954,"2001"
"opportunity",28,3,33881,26037,17.208090729264,"2001"
"school",41,8,33868,26032,16.4640675522318,"2001"
"is",335,178,33574,25862,16.4264966877816,"2001"
"welfare",30,4,33879,26036,16.2372664995619,"2001"
"renewal",20,1,33889,26039,16.42409860945,"2001"
"more",169,76,33740,25964,15.9676115953936,"2001"
"children",99,37,33810,26003,15.3614702260708,"2001"
"hospital",14,0,33895,26040,15.957295848711,"2001"
"specialist",14,0,33895,26040,15.957295848711,"2001"
"want",39,8,33870,26032,14.9127089033566,"2001"
"pupils",13,0,33896,26040,14.8173224051007,"2001"
"for",554,327,33355,25713,14.7407815373167,"2001"
"better",40,9,33869,26031,13.8668482082339,"2001"
"savings",12,0,33897,26040,13.6773745965615,"2001"
"improved",12,0,33897,26040,13.6773745965615,"2001"
"extended",12,0,33897,26040,13.6773745965615,"2001"
"voluntary",12,0,33897,26040,13.6773745965615,"2001"
"competitive",12,0,33897,26040,13.6773745965615,"2001"
"your",12,0,33897,26040,13.6773745965615,"2001"
"next",55,16,33854,26024,13.6069593665291,"2001"
"partnership",24,3,33885,26037,13.5224625226056,"2001"
"terms",17,1,33892,26039,13.3204156705241,"2001"
"three",27,4,33882,26036,13.605249566698,"2001"
"credit",27,4,33882,26036,13.605249566698,"2001"
"higher",29,5,33880,26035,12.9993042151952,"2001"
"new",174,84,33735,25956,12.8387556061953,"2001"
"have",217,111,33692,25929,12.6580107102999,"2001"
"basic",23,3,33886,26037,12.6226536529739,"2001"
"fraud",11,0,33898,26040,12.5374524219363,"2001"
"modernise",16,1,33893,26039,12.2981136858184,"2001"
"reforms",16,1,33893,26039,12.2981136858184,"2001"
"raise",28,5,33881,26035,12.1824240456397,"2001"
"we",679,422,33230,25618,12.0408690974941,"2001"
"achieve",19,2,33890,26038,11.7831356377011,"2001"
"secondary",22,3,33887,26037,11.7329123141942,"2001"
"since",39,10,33870,26030,11.5424516990385,"2001"
"match",10,0,33899,26040,11.3975558800296,"2001"
"strong",36,9,33873,26031,11.0074149603126,"2001"
"every",70,26,33839,26014,11.0069237820733,"2001"
"in",611,379,33298,25661,11.0034022635918,"2001"
"excellence",21,3,33888,26037,10.8541156940629,"2001"
"pledge",14,1,33895,26039,10.2766704116255,"2001"
"chance",14,1,33895,26039,10.2766704116255,"2001"
"trust",14,1,33895,26039,10.2766704116255,"2001"
"2002",9,0,33900,26040,10.2576849696614,"2001"
"disease",9,0,33900,26040,10.2576849696614,"2001"
"clear",23,4,33886,26036,10.2342693447731,"2001"
"week",23,4,33886,26036,10.2342693447731,"2001"
"criminal",28,6,33881,26034,10.2331672444952,"2001"
"foundation",17,2,33892,26038,9.92492515982028,"2001"
"year",58,21,33851,26019,9.64115270355746,"2001"
"tax",74,30,33835,26010,9.41988514120707,"2001"
"committed",48,16,33861,26024,9.41621492791535,"2001"
"persistent",13,1,33896,26039,9.27970920610661,"2001"
"nurses",19,3,33890,26037,9.13349046754056,"2001"
"case",8,0,33901,26040,9.11783968962538,"2001"
"radical",8,0,33901,26040,9.11783968962538,"2001"
"rdas",8,0,33901,26040,9.11783968962538,"2001"
"hard-working",8,0,33901,26040,9.11783968962538,"2001"
"2005",8,0,33901,26040,9.11783968962538,"2001"
"lot",8,0,33901,26040,9.11783968962538,"2001"
"75",8,0,33901,26040,9.11783968962538,"2001"
"behaviour",8,0,33901,26040,9.11783968962538,"2001"
"ahead",8,0,33901,26040,9.11783968962538,"2001"
